swimmer,team,gender,class_yr,points,season
"Gregorio, Elizabeth A",Hamline,Female,SR,406.25,2017-2018
"Hanson, Taylor R",Hamline,Female,JR,455.95,2017-2018
"Kane, Skyler",Hamline,Female,SO,410.85,2017-2018
"Lenzen, Hannah R",Hamline,Female,SR,278.35,2017-2018
"Martinek, Taylor A",Hamline,Female,JR,652.4,2017-2018
"Moynihan, Lindsay A",Hamline,Female,JR,285.75,2017-2018
"Porzondek, Nadine",Hamline,Female,FR,450.85,2017-2018
"White, Bryce",Hamline,Female,SO,553.1,2017-2018
"Berman, Gabe",Macalester,Male,FR,467.95,2017-2018
"Cheng, Sean",Macalester,Male,JR,476.4,2017-2018
"Cirillo, Ryan",Macalester,Male,SO,343.65,2017-2018
"Durbin, Taylor J",Macalester,Male,JR,493.25,2017-2018
"Dyer, Samuel W",Macalester,Male,JR,386.15,2017-2018
"Han, Seong-Woo",Macalester,Male,FR,127.46,2017-2018
"Reischmann, Paul P",Macalester,Male,JR,625.75,2017-2018
"Shin, Kevin",Macalester,Male,FR,226.48,2017-2018
"Tormene, Matteo",Macalester,Male,SR,426.7,2017-2018
"West, Jayden",Macalester,Male,SO,372.55,2017-2018
"Zhang, Fan",Macalester,Male,FR,208,2017-2018
"Borgmann, Olivia",Macalester,Female,JR,474.75,2017-2018
"Crane, Marie",Macalester,Female,SO,467.65,2017-2018
"DeGasperi, Maya",Macalester,Female,SO,389.7,2017-2018
"Eide, Miriam F",Macalester,Female,SO,506.05,2017-2018
"Lund, Kaia S",Macalester,Female,SR,532.55,2017-2018
"Mark-Ng, Sophie",Macalester,Female,FR,465.45,2017-2018
"Roghair, Ariel M",Macalester,Female,SO,501.7,2017-2018
"Sailors, Olivia",Macalester,Female,SO,439.05,2017-2018
"Schopick, Zoe N",Macalester,Female,FR,482.2,2017-2018
"Thompson, Ana E",Macalester,Female,SO,568.45,2017-2018
"Goldman, Micah",Saint. Kate's,Female,JR,433.3,2017-2018
"Green, Charlotte M",Saint. Kate's,Female,FR,549.6,2017-2018
"Grohman, Sydney",Saint. Kate's,Female,FR,593.8,2017-2018
"Hagstrom, Victoria M",Saint. Kate's,Female,FR,537.45,2017-2018
"Hernandez-Nietling, Francesk",Saint. Kate's,Female,FR,623.9,2017-2018
"Johs, Ashley E",Saint. Kate's,Female,FR,346.65,2017-2018
"Kinsman, Georgianne",Saint. Kate's,Female,FR,444.15,2017-2018
"Laurie, Mykayla E",Saint. Kate's,Female,FR,435.8,2017-2018
"Matlack, Emily M",Saint. Kate's,Female,JR,346.1,2017-2018
"Mcmahon, Molly",Saint. Kate's,Female,FR,568.7,2017-2018
"Meece, Mikayla",Saint. Kate's,Female,FR,485.9,2017-2018
"Menso, Eleanor M",Saint. Kate's,Female,SR,509.65,2017-2018
"Meyer, Samantha",Saint. Kate's,Female,FR,434.2,2017-2018
"PETERSON, MCKENNA",Saint. Kate's,Female,SO,565.8,2017-2018
"Rising, Katelyn",Saint. Kate's,Female,JR,570.55,2017-2018
"Voss, Mary J",Saint. Kate's,Female,SR,587.25,2017-2018
"Birklid, Caleb S",SJU/CSB,Male,SO,606.4,2017-2018
"Cancino, Christian S",SJU/CSB,Male,SR,518,2017-2018
"Culloton, Aidan J",SJU/CSB,Male,SR,532.1,2017-2018
"Dockendorf, Mitchell",SJU/CSB,Male,FR,605.75,2017-2018
"Echelard, Hudson M",SJU/CSB,Male,SR,392.81,2017-2018
"Greenblat, Eli S",SJU/CSB,Male,FR,544.9,2017-2018
"Gullickson, Grant N",SJU/CSB,Male,JR,329.15,2017-2018
"Hamilton, Joseph A",SJU/CSB,Male,SR,274.4,2017-2018
"He, Miao",SJU/CSB,Male,SR,547.6,2017-2018
"Heinen, Zachary",SJU/CSB,Male,FR,319.72,2017-2018
"Heller, Luke S",SJU/CSB,Male,SO,598.9,2017-2018
"Kalsow, Brandan D",SJU/CSB,Male,SO,491.15,2017-2018
"Kennedy, Zachary S",SJU/CSB,Male,SO,489.7,2017-2018
"Murphy, Devin M",SJU/CSB,Male,FR,573.08,2017-2018
"Noecker, Curtis C",SJU/CSB,Male,SR,564,2017-2018
"Odermann, Friedrich F",SJU/CSB,Male,SO,533.6,2017-2018
"Olson, Michael J",SJU/CSB,Male,FR,598.7,2017-2018
"Pauley, Ryan",SJU/CSB,Male,SO,581.9,2017-2018
"Schwamm, Joseph A",SJU/CSB,Male,FR,508.1,2017-2018
"Thompson, Dominick E",SJU/CSB,Male,SR,492.85,2017-2018
"Tostenson, Aaron M",SJU/CSB,Male,JR,488.9,2017-2018
"Upton, Jacob S",SJU/CSB,Male,JR,560.6,2017-2018
"Valek, Jayson",SJU/CSB,Male,SO,436.55,2017-2018
"Vorderbruggen, Joseph C",SJU/CSB,Male,SR,449.47,2017-2018
"Albers, Kayla",SJU/CSB,Female,SO,394.95,2017-2018
"Allyson, Zoe G",SJU/CSB,Female,FR,544.7,2017-2018
"Behounek, Marissa",SJU/CSB,Female,SO,456,2017-2018
"Benham, Alexandria S",SJU/CSB,Female,JR,519.32,2017-2018
"Brenk, Stephanie",SJU/CSB,Female,JR,397.94,2017-2018
"Brewers, Elizabeth J",SJU/CSB,Female,SR,441.35,2017-2018
"Christiansen, Lauren",SJU/CSB,Female,SO,531.1,2017-2018
"Chronakos, Kassandra",SJU/CSB,Female,SO,438.75,2017-2018
"Clough, Skyler",SJU/CSB,Female,SO,521.4,2017-2018
"Crum, Allison",SJU/CSB,Female,SO,517.15,2017-2018
"Davis, Madison",SJU/CSB,Female,FR,444.35,2017-2018
"Dugas, Sydney",SJU/CSB,Female,SO,469.35,2017-2018
"Frisby, Johannah",SJU/CSB,Female,JR,463.73,2017-2018
"Gennrich, Isabel",SJU/CSB,Female,SO,370.68,2017-2018
"Groebner, Ashley N",SJU/CSB,Female,JR,572.3,2017-2018
"Handelin, Megan",SJU/CSB,Female,FR,402.85,2017-2018
"Kinney, Madeline R",SJU/CSB,Female,JR,530.95,2017-2018
"Kirchner, Katelyn A",SJU/CSB,Female,FR,485.4,2017-2018
"Kleen, Larissa",SJU/CSB,Female,SO,496.75,2017-2018
"Kratz, Meghan",SJU/CSB,Female,SO,570.7,2017-2018
"Livermore, Clara L",SJU/CSB,Female,FR,443.85,2017-2018
"Livermore, Grace",SJU/CSB,Female,JR,414.65,2017-2018
"Mahoney, Claudia",SJU/CSB,Female,FR,562.35,2017-2018
"Mattson, Ashlynn",SJU/CSB,Female,FR,371.85,2017-2018
"Mokhtary, Meghan",SJU/CSB,Female,SO,575.85,2017-2018
"Molus, Andrea",SJU/CSB,Female,SO,470.85,2017-2018
"Murphy, Morgan",SJU/CSB,Female,SO,507.15,2017-2018
"Newhouse, Julia",SJU/CSB,Female,SO,411.65,2017-2018
"Noel, Lauren A",SJU/CSB,Female,SR,513.35,2017-2018
"Ridgeway, Emma M",SJU/CSB,Female,SR,525.85,2017-2018
"Rudin, Kristina E",SJU/CSB,Female,SR,604.25,2017-2018
"Sharp, Brenna",SJU/CSB,Female,SO,429.2,2017-2018
"Weires, Sydney",SJU/CSB,Female,SO,515.7,2017-2018
"Young, Mckenzie J",SJU/CSB,Female,SR,574.2,2017-2018
"Eyman Casey, Abraham D",Saint Olaf,Male,JR,623.55,2017-2018
"Gergen, Cal",Saint Olaf,Male,SO,526.65,2017-2018
"Hones, Marcel D",Saint Olaf,Male,FR,619.9,2017-2018
"Kretzmann, Ian D",Saint Olaf,Male,SO,556.2,2017-2018
"Loepfe, John G",Saint Olaf,Male,SO,635.5,2017-2018
"McCarty, Zachary",Saint Olaf,Male,FR,568.35,2017-2018
"Meagher, Sean R",Saint Olaf,Male,FR,328.89,2017-2018
"Moktan, Rahab",Saint Olaf,Male,FR,318.55,2017-2018
"Nill, Collin",Saint Olaf,Male,FR,695,2017-2018
"Pelutis, Dmitriy",Saint Olaf,Male,JR,480.65,2017-2018
"Polzin, Kevin L",Saint Olaf,Male,JR,409.65,2017-2018
"Reynolds, Peter G",Saint Olaf,Male,JR,618.99,2017-2018
"Swenson, Daniel",Saint Olaf,Male,SO,278.13,2017-2018
"Thiede, Brodie W",Saint Olaf,Male,JR,522.85,2017-2018
"Tong, Dang-Quong L",Saint Olaf,Male,JR,489.45,2017-2018
"Croasdell, Caitlin",Saint Olaf,Female,SO,651.55,2017-2018
"Doughty, Robyn A",Saint Olaf,Female,SR,454.3,2017-2018
"Jensen, Helen",Saint Olaf,Female,SO,645.7,2017-2018
"Jones, Olivia M",Saint Olaf,Female,FR,413.35,2017-2018
"Lance, Anna",Saint Olaf,Female,FR,571.2,2017-2018
"Martin, Erin M",Saint Olaf,Female,JR,485.8,2017-2018
"Maruyama, Emily K",Saint Olaf,Female,SR,483.85,2017-2018
"McLarnan, Nina E",Saint Olaf,Female,SR,525.85,2017-2018
"Metelmann, Solvay",Saint Olaf,Female,SO,490.2,2017-2018
"Nevin, Sophia M",Saint Olaf,Female,FR,620.7,2017-2018
"Pohlman, Annika J",Saint Olaf,Female,SR,435.85,2017-2018
"Punyko, Kelly E",Saint Olaf,Female,JR,614.5,2017-2018
"Rizzo, Linnea M",Saint Olaf,Female,JR,643.4,2017-2018
"shin, Delaney",Saint Olaf,Female,SO,433.51,2017-2018
"Sperling, Elmira",Saint Olaf,Female,SO,449.85,2017-2018
"Wichmann, Kelly",Saint Olaf,Female,FR,533.2,2017-2018
"Wolff, Marissa R",Saint Olaf,Female,FR,667.2,2017-2018
"Altaweel, William M",Carleton,Male,SO,505.55,2018-2019
"Battiste, Alexander",Carleton,Male,SR,546.15,2018-2019
"Belzer, Tristan A",Carleton,Male,SO,466.6,2018-2019
"Chang, Andrew",Carleton,Male,SO,532.45,2018-2019
"Conati, Ari F",Carleton,Male,JR,494.35,2018-2019
"Dalluge, Jacob A",Carleton,Male,JR,602.4,2018-2019
"Darwish, Sam",Carleton,Male,JR,574.2,2018-2019
"Fitch, Stephen D",Carleton,Male,SO,562.55,2018-2019
"Greenvall, Benjamin",Carleton,Male,SR,571.95,2018-2019
"Heinzel, John",Carleton,Male,SO,668.4,2018-2019
"Heuchert, Christian H",Carleton,Male,JR,459.7,2018-2019
"Lekki, Spencer",Carleton,Male,SO,495.8,2018-2019
"Meyer, Eric",Carleton,Male,JR,508.85,2018-2019
"Offman, Eli",Carleton,Male,FR,516,2018-2019
"Peters, Logan",Carleton,Male,SO,324.02,2018-2019
"Reeves, Nick",Carleton,Male,JR,582.28,2018-2019
"Stahl, Axel",Carleton,Male,SO,381.45,2018-2019
"Wetzel, Ryan M",Carleton,Male,JR,536.85,2018-2019
"Willmore, Benjamin",Carleton,Male,FR,534.8,2018-2019
"Winter, Jacob H",Carleton,Male,SO,408.93,2018-2019
"Yuan, Allen",Carleton,Male,FR,555.25,2018-2019
"Aylward, Hannah E",Carleton,Female,SR,524.55,2018-2019
"Bergman, Meredith",Carleton,Female,SR,458,2018-2019
"Boyum, Lydia R",Carleton,Female,FR,568.85,2018-2019
"Byrne, Lorraine",Carleton,Female,SO,315.88,2018-2019
"Cameron, Alison S",Carleton,Female,FR,613.5,2018-2019
"Conn, Josephine M",Carleton,Female,SO,440.45,2018-2019
"Dowling, Eveline",Carleton,Female,SR,526.1,2018-2019
"Dyke, Erin",Carleton,Female,SO,452.9,2018-2019
"Emmons, Madeleine",Carleton,Female,JR,344.15,2018-2019
"Fraser-Mines, Kyle",Carleton,Female,SO,601.5,2018-2019
"Gergely, Anna",Carleton,Female,SR,486.7,2018-2019
"Grossman, Katherine R",Carleton,Female,SO,535.65,2018-2019
"Horwitz, Rebecca",Carleton,Female,FR,422.45,2018-2019
"Lachman, Margaret",Carleton,Female,SO,491.85,2018-2019
"Lafferty, Natalie D",Carleton,Female,FR,521.5,2018-2019
"Lederer, Emma E",Carleton,Female,JR,588.65,2018-2019
"Lee, Serena",Carleton,Female,FR,537.75,2018-2019
"Manivel, Marcella A",Carleton,Female,SO,489.15,2018-2019
"Marshall, Grace E",Carleton,Female,JR,454.6,2018-2019
"Mather, Caroline",Carleton,Female,SR,689.2,2018-2019
"Mayer, Morgan Y",Carleton,Female,JR,519.8,2018-2019
"Meyer, Ada L",Carleton,Female,JR,638.7,2018-2019
"Nagaoka, Yuki",Carleton,Female,FR,526.4,2018-2019
"Neid, Claire",Carleton,Female,FR,541.55,2018-2019
"Quattrucci, Isabella",Carleton,Female,FR,428.1,2018-2019
"Schrom, Marly",Carleton,Female,SR,455.1,2018-2019
"Showers, Cora L",Carleton,Female,JR,412.42,2018-2019
"Smith, Madison T",Carleton,Female,FR,567.8,2018-2019
"Whyte, Morgan M",Carleton,Female,JR,376.05,2018-2019
"Backes, Anna",Concordia-Moorhead,Female,SO,491,2018-2019
"Bartosiewski, Abigail",Concordia-Moorhead,Female,FR,468.35,2018-2019
"Dehnke, Alaina R",Concordia-Moorhead,Female,SR,525.1,2018-2019
"Larson, Lydia",Concordia-Moorhead,Female,JR,439.81,2018-2019
"MARCUS, ALLISON",Concordia-Moorhead,Female,SO,421.1,2018-2019
"Rasmussen, Alexandra",Concordia-Moorhead,Female,FR,485.2,2018-2019
"Smith Sjurseth, Katelynn",Concordia-Moorhead,Female,FR,475.35,2018-2019
"Templeton, Jordyn",Concordia-Moorhead,Female,SR,306.55,2018-2019
"Warren, Amy",Concordia-Moorhead,Female,SO,547.9,2018-2019
"White, Ciara",Concordia-Moorhead,Female,SR,510.65,2018-2019
"Allison, Matthew J",Gustavus,Male,JR,680.75,2018-2019
"Bergstrom, Luke K",Gustavus,Male,FR,559.85,2018-2019
"Christianson, Mack A",Gustavus,Male,SO,557.9,2018-2019
"Clark, William",Gustavus,Male,JR,565.5,2018-2019
"Czech, Jared",Gustavus,Male,FR,412.9,2018-2019
"Dawson, Zachariah A",Gustavus,Male,JR,683.2,2018-2019
"DeSutter, Ben J",Gustavus,Male,SR,484.7,2018-2019
"Deyak, Sam",Gustavus,Male,SO,564,2018-2019
"Engle, Denis",Gustavus,Male,FR,329.45,2018-2019
"Fairbanks, Riley L",Gustavus,Male,SR,633.95,2018-2019
"Fitzloff, Thomas R",Gustavus,Male,SO,600.35,2018-2019
"Franko-Dynes, Dutch W",Gustavus,Male,FR,670.85,2018-2019
"Frese, Noah J",Gustavus,Male,FR,468.15,2018-2019
"Haugstad, Chad J",Gustavus,Male,FR,488.55,2018-2019
"Kawlewski, Ryan",Gustavus,Male,FR,563.25,2018-2019
"Klarqvist, Lukas",Gustavus,Male,FR,481.8,2018-2019
"Knutsen, Erik",Gustavus,Male,SR,459.05,2018-2019
"Kubesh, Ethan D",Gustavus,Male,FR,435.8,2018-2019
"Lange, Axel S",Gustavus,Male,FR,495.95,2018-2019
"Larson, Nolan H",Gustavus,Male,SO,691.25,2018-2019
"Losinski, Andres P",Gustavus,Male,SO,473.35,2018-2019
"McCullough, Eamonn",Gustavus,Male,FR,614,2018-2019
"McDonald, Seamus M",Gustavus,Male,SR,523.95,2018-2019
"Muntifering, Joshua",Gustavus,Male,SO,671.5,2018-2019
"Nielsen, Alexander M",Gustavus,Male,FR,464.35,2018-2019
"Nimke, Scott D",Gustavus,Male,SR,521.85,2018-2019
"Ono Watson, Alan G",Gustavus,Male,JR,358.43,2018-2019
"Peters, Andrew R",Gustavus,Male,SR,622.35,2018-2019
"Schumann, Thomas L",Gustavus,Male,SR,428.75,2018-2019
"Sklar, Ryan P",Gustavus,Male,JR,610.25,2018-2019
"Sonnek, Tanner J",Gustavus,Male,SR,731.4,2018-2019
"Torvik, Caleb L",Gustavus,Male,SR,529.9,2018-2019
"Veness, Jacob T",Gustavus,Male,SO,396.92,2018-2019
"Winter, Connor D",Gustavus,Male,JR,497.4,2018-2019
"Zobitz, Frankie J",Gustavus,Male,SR,544.55,2018-2019
"Auran, Hailey R",Gustavus,Female,SO,627.9,2018-2019
"Benoit, Ella",Gustavus,Female,FR,578.2,2018-2019
"Bjorklund, Amelia L",Gustavus,Female,SO,593.35,2018-2019
"Bowar, Kyra",Gustavus,Female,SO,443.2,2018-2019
"Brostrom, Katherine",Gustavus,Female,SO,544.1,2018-2019
"Carlson, Grace M",Gustavus,Female,SR,487.8,2018-2019
"Chuah, Ruth A",Gustavus,Female,SO,538.3,2018-2019
"Coats, Cassidy",Gustavus,Female,SR,427.55,2018-2019
"Erson, Macy A",Gustavus,Female,SO,494.35,2018-2019
"Feldhake, Nicole J",Gustavus,Female,SO,490.65,2018-2019
"Gambill, Anna O",Gustavus,Female,FR,396.8,2018-2019
"Glodoski, Julia M",Gustavus,Female,FR,480.5,2018-2019
"Gunderson, Katherine G",Gustavus,Female,SO,462.75,2018-2019
"Hallmark, Sydney R",Gustavus,Female,SR,610.65,2018-2019
"Iverson, Ingrid L",Gustavus,Female,JR,493,2018-2019
"Johns, Marietta L",Gustavus,Female,SO,488.8,2018-2019
"Kohorst, Alyssa",Gustavus,Female,SO,603.17,2018-2019
"Laliberte, Nicole R",Gustavus,Female,SR,403.95,2018-2019
"Link, Sarah K",Gustavus,Female,SR,345.7,2018-2019
"Lokensgard, Alyssa",Gustavus,Female,JR,623.8,2018-2019
"Lund, Rachel E",Gustavus,Female,SR,377.28,2018-2019
"Mayfield, Alison",Gustavus,Female,JR,562.15,2018-2019
"McGhee, Perry L",Gustavus,Female,SR,457.95,2018-2019
"Ortloff, Lillie N",Gustavus,Female,FR,543.2,2018-2019
"Pesik, Haley L",Gustavus,Female,SR,641.05,2018-2019
"Pokornowski, Hana L",Gustavus,Female,SO,562.65,2018-2019
"Rubia, Muthoni T",Gustavus,Female,FR,381.17,2018-2019
"Schammel, Abigail J",Gustavus,Female,FR,528.45,2018-2019
"Simms, Julia",Gustavus,Female,FR,551,2018-2019
"Simms, Michelle A",Gustavus,Female,SR,565.85,2018-2019
"Speedling, Elizabeth A",Gustavus,Female,FR,519.25,2018-2019
"Strobl, Sydney",Gustavus,Female,FR,478.95,2018-2019
"Teichmiller, Hailey",Gustavus,Female,JR,485.75,2018-2019
"Thate, Rachel M",Gustavus,Female,JR,573.3,2018-2019
"Webster, Margaret B",Gustavus,Female,SR,700.7,2018-2019
"Westendorp, Madeline R",Gustavus,Female,JR,600.2,2018-2019
"Anderson, Ben M",Hamline,Male,SO,414.15,2018-2019
"Berg, Adam E",Hamline,Male,SR,543.2,2018-2019
"Breheim, Gregory",Hamline,Male,JR,549.05,2018-2019
"Carsen, Max A",Hamline,Male,SO,469.8,2018-2019
"Clay, Cody A",Hamline,Male,SR,473,2018-2019
"Fleming, Dennis R",Hamline,Male,JR,390.3,2018-2019
"Grivna, Nicholas L",Hamline,Male,SO,605.4,2018-2019
"Hanlon, Nicholas",Hamline,Male,JR,370.05,2018-2019
