swimmer,team,gender,class_yr,points,season
"Ripken, Kieran",Gustavus,Male,SO,640.05,2021-2022
"Rossow, Teddy",Gustavus,Male,SO,431.40,2021-2022
"Schindler, Logan T",Gustavus,Male,SO,445.50,2021-2022
"Small, Erik",Gustavus,Male,JR,665.65,2021-2022
"Strom, Matthew J",Gustavus,Male,SO,732.80,2021-2022
"Teichmiller, Tyler",Gustavus,Male,SO,609.30,2021-2022
"Thornberg, Adam H",Gustavus,Male,SO,648.60,2021-2022
"Urbaniak, Ben I",Gustavus,Male,SO,508.00,2021-2022
"Vander-Jeugdt, Taylor",Gustavus,Male,JR,586.20,2021-2022
"Watry, Thomas W",Gustavus,Male,FR,331.90,2021-2022
"Zemek, Callen W",Gustavus,Male,JR,715.40,2021-2022
"An, Emily T",Gustavus,Female,–,–,2021-2022
"Artley, Elisabeth J",Gustavus,Female,FR,459.95,2021-2022
"Artley, Sophia L",Gustavus,Female,JR,427.15,2021-2022
"Bader, Ursula I",Gustavus,Female,FR,455.95,2021-2022
"Benoit, Ella",Gustavus,Female,SR,458.40,2021-2022
"Bergman, Kira",Gustavus,Female,SO,305.55,2021-2022
"Castillo, Mariel",Gustavus,Female,SO,497.50,2021-2022
"Cox, Thedosia S",Gustavus,Female,SR,–,2021-2022
"Davenport, Mary",Gustavus,Female,FR,520.25,2021-2022
"Delaney, Isabella J",Gustavus,Female,FR,425.15,2021-2022
"Dickerson, Emmalyn J",Gustavus,Female,SO,–,2021-2022
"Ewer, Hannah G",Gustavus,Female,SO,516.75,2021-2022
"Gambill, Anna O",Gustavus,Female,SR,360.10,2021-2022
"Giedd, Claudia M",Gustavus,Female,JR,–,2021-2022
"Gilles, Alison I",Gustavus,Female,FR,582.90,2021-2022
"Glodoski, Julia M",Gustavus,Female,SR,468.60,2021-2022
"Groth, Mackenzie L",Gustavus,Female,SO,454.65,2021-2022
"Hofstede, Ellen M",Gustavus,Female,JR,724.00,2021-2022
"Isaacson, Marit K",Gustavus,Female,FR,635.75,2021-2022
"Jahnsen, Natalie K",Gustavus,Female,SO,407.40,2021-2022
"Jass, Teegan",Gustavus,Female,SO,534.20,2021-2022
"Johnson, Annikka",Gustavus,Female,JR,591.55,2021-2022
"Johnson, Chelsy M",Gustavus,Female,SO,474.55,2021-2022
"Jones, Hannah",Gustavus,Female,JR,593.40,2021-2022
"Kaehn, Maren E",Gustavus,Female,JR,442.95,2021-2022
"Koenigs, Jemma M",Gustavus,Female,FR,–,2021-2022
"Lipke, Megan R",Gustavus,Female,FR,477.70,2021-2022
"Mellum, Morgan M",Gustavus,Female,JR,514.90,2021-2022
"Nietz, Anna K",Gustavus,Female,SR,–,2021-2022
"Ortloff, Lillie N",Gustavus,Female,SR,565.95,2021-2022
"Pearson, Emily",Gustavus,Female,JR,504.30,2021-2022
"Peterson, Lucy",Gustavus,Female,SO,640.10,2021-2022
"Phillips, Mercedes A",Gustavus,Female,JR,398.25,2021-2022
"Pokrandt, Kayley A",Gustavus,Female,SO,332.10,2021-2022
"Pratt, Kaija",Gustavus,Female,SO,–,2021-2022
"Prowse, Sydney J",Gustavus,Female,FR,488.00,2021-2022
"Schammel, Abigail J",Gustavus,Female,SR,466.15,2021-2022
"Soukup, Leah",Gustavus,Female,SO,527.25,2021-2022
"Soukup, Rachel M",Gustavus,Female,SR,272.55,2021-2022
"Speedling, Elizabeth A",Gustavus,Female,SR,529.85,2021-2022
"Sprow, Reese E",Gustavus,Female,FR,451.45,2021-2022
"Stewart, Ameilia R",Gustavus,Female,JR,442.72,2021-2022
"Stokesbary, Madison E",Gustavus,Female,SO,295.45,2021-2022
"Strobl, Sydney",Gustavus,Female,SR,481.45,2021-2022
"Van Den Heuvel, Bella A",Gustavus,Female,FR,476.90,2021-2022
"Voss, Amelia",Gustavus,Female,SO,443.10,2021-2022
"Whitlock, Macey",Gustavus,Female,FR,535.75,2021-2022
"Witte, Mikayla R",Gustavus,Female,FR,586.95,2021-2022
"Yartz, Abby",Gustavus,Female,JR,596.85,2021-2022
"Zaske, Mikayla A",Gustavus,Female,JR,442.95,2021-2022
"Ziegler, Madeline G",Gustavus,Female,FR,499.80,2021-2022
"Doan, Quinn",Hamline,Male,SR,534.35,2021-2022
"Hubbard, George D",Hamline,Male,JR,632.60,2021-2022
"Steeves, Nathan R",Hamline,Male,SR,487.70,2021-2022
"Van Sambeek, Anthony T",Hamline,Male,SO,325.65,2021-2022
"Atkins, Taylor F",Hamline,Female,SO,–,2021-2022
"Brady, Spencer M",Hamline,Female,SR,–,2021-2022
"Broyles, Courtney",Hamline,Female,JR,–,2021-2022
"Chavarria, Aubrey I",Hamline,Female,JR,357.60,2021-2022
"Cimera, Cailey",Hamline,Female,JR,380.70,2021-2022
"Fischer, Lilah S",Hamline,Female,SR,391.65,2021-2022
"Hegg, Makayla J",Hamline,Female,FR,330.95,2021-2022
"Liu, Tina",Hamline,Female,FR,428.20,2021-2022
"McCutchen, Sydney R",Hamline,Female,JR,377.10,2021-2022
"Mesita, Julie L",Hamline,Female,JR,307.75,2021-2022
"Needham, Julia L",Hamline,Female,JR,332.00,2021-2022
"Nigro, Bennett J",Hamline,Female,JR,445.10,2021-2022
"Schrader, Morgan C",Hamline,Female,FR,463.55,2021-2022
"Stukey, Tessa J",Hamline,Female,JR,348.35,2021-2022
"Wood, Sarah",Hamline,Female,JR,534.20,2021-2022
"Yurttas, Sila",Hamline,Female,FR,509.15,2021-2022
"Aguilar, Adrian",Macalester,Male,FR,412.15,2021-2022
"Batsaikhan, Munkhbat C",Macalester,Male,FR,585.95,2021-2022
"Blomquist, Benjamin C",Macalester,Male,SR,510.00,2021-2022
"Fanning, Jay",Macalester,Male,FR,492.60,2021-2022
"Gu, Zinan",Macalester,Male,SO,393.52,2021-2022
"Hubbard, Tanner D",Macalester,Male,SR,486.95,2021-2022
"Kisker, Isaac J",Macalester,Male,FR,502.98,2021-2022
"Lewin, Ben w",Macalester,Male,FR,449.30,2021-2022
"McNeff, Ryan D",Macalester,Male,FR,442.15,2021-2022
"Nicholson, William",Macalester,Male,SO,374.95,2021-2022
"Pryzby, Brian",Macalester,Male,SO,399.05,2021-2022
"Rose, Jarrett",Macalester,Male,JR,430.00,2021-2022
"Schroeder, Adam D",Macalester,Male,FR,456.75,2021-2022
"Villarama, Ramier S",Macalester,Male,FR,398.70,2021-2022
"Williams, Aidan",Macalester,Male,SR,491.35,2021-2022
"Batsaikhan, Munkh-Enkh E",Macalester,Female,FR,476.15,2021-2022
"Borg, Caitlin",Macalester,Female,JR,519.10,2021-2022
"Capecci, Isabel V",Macalester,Female,SO,436.95,2021-2022
"Caya Blonkenfeld, Emilia",Macalester,Female,–,408.85,2021-2022
"Chapon, Caroline A",Macalester,Female,FR,577.25,2021-2022
"Cox-Faxon, Izabel",Macalester,Female,FR,422.70,2021-2022
"Frederick, Zoe",Macalester,Female,JR,476.55,2021-2022
"Green, Sonya C",Macalester,Female,FR,444.30,2021-2022
"Johnson, Olivia L",Macalester,Female,FR,492.25,2021-2022
"Kelbrants, Katie",Macalester,Female,JR,–,2021-2022
"Lewandowski, Sian",Macalester,Female,–,490.80,2021-2022
"Lobo, Zella",Macalester,Female,SR,485.15,2021-2022
"Lyon, Fiona W",Macalester,Female,–,330.36,2021-2022
"Madigan, Grace E",Macalester,Female,JR,504.95,2021-2022
"Madigan, Grace F",Macalester,Female,JR,531.97,2021-2022
"Merkadeau, Olga",Macalester,Female,FR,589.20,2021-2022
"Nilson, Melina",Macalester,Female,FR,415.75,2021-2022
"Parker, Eleanor E",Macalester,Female,FR,527.35,2021-2022
"Pollock, Natalie E",Macalester,Female,FR,535.70,2021-2022
"Radke, Jocelyn A",Macalester,Female,SO,631.75,2021-2022
"Rakowski, Anna L",Macalester,Female,FR,566.50,2021-2022
"Schutz, Lauren-Anne",Macalester,Female,FR,405.70,2021-2022
"Stewart, Kinsey",Macalester,Female,SR,322.63,2021-2022
"Takashima, Sena",Macalester,Female,SR,393.25,2021-2022
"Taylor, Karlee",Macalester,Female,JR,–,2021-2022
"Turner, Grace",Macalester,Female,JR,456.10,2021-2022
"Wray-Raabolle, Verity C",Macalester,Female,FR,600.10,2021-2022
"Yehle, Kate",Macalester,Female,FR,–,2021-2022
"Bartell, Brenna",Saint Kate's,Female,SO,553.85,2021-2022
"Baxley, Amelia",Saint Kate's,Female,SR,579.20,2021-2022
"Dombroski, Jillian",Saint Kate's,Female,FR,603.40,2021-2022
"Durand, Gillian",Saint Kate's,Female,JR,572.85,2021-2022
"Erikson, Sophia L",Saint Kate's,Female,JR,385.50,2021-2022
"Friedrich, Samantha M",Saint Kate's,Female,SO,619.50,2021-2022
"Hocking, Amelia S",Saint Kate's,Female,FR,519.50,2021-2022
"Klein, Macy G",Saint Kate's,Female,SR,713.40,2021-2022
"Le Bris, Jade",Saint Kate's,Female,SR,381.75,2021-2022
"Mcmahon, Molly",Saint Kate's,Female,–,568.20,2021-2022
"Menso, Margaret R",Saint Kate's,Female,SR,734.65,2021-2022
"Mertens, Julia E",Saint Kate's,Female,SR,410.55,2021-2022
"Ramirez, Amara J",Saint Kate's,Female,FR,446.55,2021-2022
"Schwieters, Laney C",Saint Kate's,Female,FR,506.55,2021-2022
"Svendsen, Emma K",Saint Kate's,Female,FR,641.60,2021-2022
"Svendsen, Hannah N",Saint Kate's,Female,SR,672.25,2021-2022
"van Oosterom, Anneke B",Saint Kate's,Female,SO,616.80,2021-2022
"Voelker, Andrea",Saint Kate's,Female,JR,603.05,2021-2022
"Voss, Anne E",Saint Kate's,Female,JR,677.90,2021-2022
"Wentzel, Jordyn",Saint Kate's,Female,SR,820.10,2021-2022
"Wetzel, Hannah",Saint Kate's,Female,SO,459.30,2021-2022
"Anderson, Samuel J",SJU/CSB,Male,SO,464.85,2021-2022
"Atkinson, Spencer C",SJU/CSB,Male,SR,510.05,2021-2022
"Belov, Timothy M",SJU/CSB,Male,JR,514.55,2021-2022
"Braun, Henry L",SJU/CSB,Male,FR,–,2021-2022
"Brinkman, Beau J",SJU/CSB,Male,JR,543.60,2021-2022
"East, Andrew J",SJU/CSB,Male,FR,540.35,2021-2022
"Fisher, Sean C",SJU/CSB,Male,JR,–,2021-2022
"Fleischhacker, Dylan",SJU/CSB,Male,JR,552.50,2021-2022
"Froehle, Steven R",SJU/CSB,Male,SR,546.15,2021-2022
"Grabinski, Elijah E",SJU/CSB,Male,FR,–,2021-2022
"Grabinski, Jack",SJU/CSB,Male,JR,–,2021-2022
"Heer, Alex G",SJU/CSB,Male,SO,527.10,2021-2022
"Huber, Ethan",SJU/CSB,Male,JR,591.55,2021-2022
"Kern, Colby N",SJU/CSB,Male,FR,597.25,2021-2022
"Klinkner, Tayen J",SJU/CSB,Male,FR,514.60,2021-2022
"Koller, Joe",SJU/CSB,Male,JR,618.55,2021-2022
"Larson, Carter S",SJU/CSB,Male,FR,648.45,2021-2022
"Luetmer, Henry J",SJU/CSB,Male,FR,480.35,2021-2022
"Mehus, Jack J",SJU/CSB,Male,JR,524.30,2021-2022
"Nelson, Trevor",SJU/CSB,Male,SR,445.55,2021-2022
"Noble, Liam T",SJU/CSB,Male,FR,603.00,2021-2022
"O'Donnel, Brogan P",SJU/CSB,Male,SO,498.25,2021-2022
"Pfau, Christian",SJU/CSB,Male,JR,–,2021-2022
"Philion, Langston R",SJU/CSB,Male,FR,493.90,2021-2022
"Reed, Connor",SJU/CSB,Male,JR,–,2021-2022
"Rios, Rafael",SJU/CSB,Male,SO,496.65,2021-2022
"Ruoff, Zac J",SJU/CSB,Male,FR,540.40,2021-2022
"Scanlon, Parker O",SJU/CSB,Male,SO,517.95,2021-2022
"Siyad, Sakariye A",SJU/CSB,Male,SO,378.55,2021-2022
"Spangler, Mark K",SJU/CSB,Male,SO,375.10,2021-2022
"Spangler, Scott C",SJU/CSB,Male,SO,420.05,2021-2022
"Teeter, Travis L",SJU/CSB,Male,SO,509.25,2021-2022
"Thayer, Connor M",SJU/CSB,Male,FR,599.05,2021-2022
"Tschida, Jake E",SJU/CSB,Male,FR,448.65,2021-2022
"Ullman, Andrew",SJU/CSB,Male,SO,382.35,2021-2022
"West, Jack P",SJU/CSB,Male,FR,469.80,2021-2022
"Anderson, Jordan",SJU/CSB,Female,SR,389.65,2021-2022
"Beck, Julia",SJU/CSB,Female,SR,306.65,2021-2022
"Beck, Maria",SJU/CSB,Female,SO,464.45,2021-2022
"Birklid, Ana R",SJU/CSB,Female,SR,654.15,2021-2022
"Brewer, Katie",SJU/CSB,Female,JR,358.90,2021-2022
"Buffetta, Sabrina",SJU/CSB,Female,FR,–,2021-2022
"Davison, Hayley",SJU/CSB,Female,SR,347.00,2021-2022
"DiCesare, Caroline",SJU/CSB,Female,SO,494.40,2021-2022
"Egger, Kylie",SJU/CSB,Female,SR,–,2021-2022
"Engle, Riley",SJU/CSB,Female,FR,511.35,2021-2022
"Gerhardt, Morgan",SJU/CSB,Female,SR,448.60,2021-2022
"Hippen, Claire",SJU/CSB,Female,SO,–,2021-2022
"Jennings, Laura",SJU/CSB,Female,SO,529.55,2021-2022
"Johanson, Molly K",SJU/CSB,Female,JR,572.45,2021-2022
"Larson, Jocie",SJU/CSB,Female,SO,550.60,2021-2022
"Lefebvre, Nicole F",SJU/CSB,Female,SR,438.05,2021-2022
"Madson, Ella",SJU/CSB,Female,SO,313.40,2021-2022
"Mechels, Kate",SJU/CSB,Female,SO,388.00,2021-2022
"Milstroh, Jess",SJU/CSB,Female,JR,580.20,2021-2022
"Panek, Rachel A",SJU/CSB,Female,FR,422.50,2021-2022
"Quill, Emi",SJU/CSB,Female,JR,–,2021-2022
"Ridgeway, Mary",SJU/CSB,Female,JR,415.00,2021-2022
"Ritten, Grace K",SJU/CSB,Female,FR,440.90,2021-2022
"Rosko, Fiona",SJU/CSB,Female,JR,604.10,2021-2022
"Slavik, Madison R",SJU/CSB,Female,JR,586.95,2021-2022
"Smutka, Lindsay M",SJU/CSB,Female,SO,595.60,2021-2022
"Sonday, Isabelle J",SJU/CSB,Female,SR,477.85,2021-2022
"Tatge, Hannah",SJU/CSB,Female,SO,542.35,2021-2022
"Vicker, Emma",SJU/CSB,Female,SO,406.85,2021-2022
"Wagner, Emi",SJU/CSB,Female,SO,584.95,2021-2022
"Barry, Danny J",Saint Olaf,Male,SR,386.60,2021-2022
"Bloedow, Daniel R",Saint Olaf,Male,SO,548.45,2021-2022
"Chant, Jaden",Saint Olaf,Male,SO,566.95,2021-2022
"Colby, Kyle A",Saint Olaf,Male,JR,–,2021-2022
"Conway, Brendan",Saint Olaf,Male,JR,310.68,2021-2022
"Gonzalez Ramirez, Jose M",Saint Olaf,Male,SO,442.80,2021-2022
"Greseth, Sjon E",Saint Olaf,Male,SR,535.15,2021-2022
"Gusdal, Benjamin H",Saint Olaf,Male,FR,480.10,2021-2022
"Hanifl, Paul ""oscar""",Saint Olaf,Male,SO,–,2021-2022
"Hauck, Cullen",Saint Olaf,Male,SR,319.08,2021-2022
"Hauck, Marcus",Saint Olaf,Male,SO,566.15,2021-2022
"Kramer, Harris",Saint Olaf,Male,SR,–,2021-2022
"Martin, Caleb",Saint Olaf,Male,FR,–,2021-2022
"McCarthy, Thomas S",Saint Olaf,Male,FR,502.70,2021-2022
"Miller, Travis",Saint Olaf,Male,SO,434.85,2021-2022
"Nevins, Avery H",Saint Olaf,Male,FR,497.65,2021-2022
"Noecker, Andrew L",Saint Olaf,Male,JR,478.90,2021-2022
"Rizzo, Timothy R",Saint Olaf,Male,JR,725.60,2021-2022
"Turner, Michael R",Saint Olaf,Male,SO,400.55,2021-2022
"Bakken, Maren E",Saint Olaf,Female,FR,433.35,2021-2022
"Cleven, Annika R",Saint Olaf,Female,JR,606.45,2021-2022
"Cordes, Julia M",Saint Olaf,Female,JR,–,2021-2022
"CUCCHIARO, SHANNON E",Saint Olaf,Female,SR,476.65,2021-2022
"Dix, Martha",Saint Olaf,Female,SR,394.50,2021-2022
"Egesdal, Claire",Saint Olaf,Female,SO,436.45,2021-2022
"Fairbanks, Karoline A",Saint Olaf,Female,FR,361.60,2021-2022
"Fickenscher, Emily A",Saint Olaf,Female,FR,440.85,2021-2022
"Flint, Nicole A",Saint Olaf,Female,SR,362.10,2021-2022
"Giovannozzi, Sarah E",Saint Olaf,Female,JR,258.90,2021-2022
"Granstrom, Leah N",Saint Olaf,Female,JR,387.20,2021-2022
"Hauck, Signe",Saint Olaf,Female,SO,539.75,2021-2022
"Hauck, Tatum",Saint Olaf,Female,SO,592.35,2021-2022
"Hemphill, Brynn",Saint Olaf,Female,JR,–,2021-2022
"Huber, Kayli",Saint Olaf,Female,SO,334.20,2021-2022
"Johnson, Mara R",Saint Olaf,Female,SO,432.15,2021-2022
"Knutson, Maya L",Saint Olaf,Female,–,692.80,2021-2022
"Narveson, Christina",Saint Olaf,Female,SO,443.00,2021-2022
"Nevin, Sophia M",Saint Olaf,Female,–,653.80,2021-2022
"Newton, Maria L",Saint Olaf,Female,JR,489.75,2021-2022
"Pelszynski, Emily M",Saint Olaf,Female,JR,466.60,2021-2022
"Purdum, Allison J",Saint Olaf,Female,JR,448.95,2021-2022
"Richey, Hannah",Saint Olaf,Female,SO,–,2021-2022
"Sieben, Kylie E",Saint Olaf,Female,JR,–,2021-2022
"Stewart, Brydie",Saint Olaf,Female,JR,492.90,2021-2022
"Stumpf, Rachel G",Saint Olaf,Female,SO,551.95,2021-2022
"Thomson, Charlotte M",Saint Olaf,Female,SO,593.10,2021-2022
"Treanor, Izzy",Saint Olaf,Female,SO,–,2021-2022
"Varley, Ellen",Saint Olaf,Female,FR,612.95,2021-2022
"Viren, Elsa",Saint Olaf,Female,FR,504.36,2021-2022
"Wainwright, Maureen A",Saint Olaf,Female,JR,468.50,2021-2022
"Wallace, Victoria",Saint Olaf,Female,SR,390.14,2021-2022
"Wilcox, Alison R",Saint Olaf,Female,SO,444.65,2021-2022
