swimmer,team,gender,class_yr,points,season
"Fraser-Mines, Kyle",Carleton,Female,FR,572.55,2017-2018
"Gergely, Anna",Carleton,Female,JR,535.05,2017-2018
"Grossman, Katherine R",Carleton,Female,FR,562.50,2017-2018
"Lachman, Margaret",Carleton,Female,FR,514.05,2017-2018
"Lederer, Emma E",Carleton,Female,SO,564.80,2017-2018
"Lee, Kristie M",Carleton,Female,FR,–,2017-2018
"Lester, Anisa",Carleton,Female,SR,574.80,2017-2018
"Manivel, Marcella A",Carleton,Female,FR,506.70,2017-2018
"Marks, Emily",Carleton,Female,SR,471.25,2017-2018
"Marshall, Grace E",Carleton,Female,SO,441.40,2017-2018
"Mather, Caroline",Carleton,Female,JR,673.10,2017-2018
"Mayer, Morgan Y",Carleton,Female,SO,607.75,2017-2018
"McGinn, Anna",Carleton,Female,SR,308.95,2017-2018
"Meyer, Ada L",Carleton,Female,SO,603.75,2017-2018
"Roach, Amy",Carleton,Female,SR,–,2017-2018
"Schrom, Marly",Carleton,Female,JR,437.85,2017-2018
"Shin, Alexandra",Carleton,Female,SR,463.50,2017-2018
"Showers, Cora L",Carleton,Female,SO,422.70,2017-2018
"Smith, Phoebe",Carleton,Female,JR,–,2017-2018
"Whyte, Morgan M",Carleton,Female,SO,441.00,2017-2018
"Arnold, Lauren E",Concordia-Moorhead,Female,JR,390.22,2017-2018
"Backes, Anna",Concordia-Moorhead,Female,FR,541.00,2017-2018
"Boehm, Cassandra M",Concordia-Moorhead,Female,FR,–,2017-2018
"Bohnsack, Cassie",Concordia-Moorhead,Female,FR,–,2017-2018
"Dehnke, Alaina R",Concordia-Moorhead,Female,JR,468.60,2017-2018
"Donley, Anna M",Concordia-Moorhead,Female,FR,179.55,2017-2018
"Larson, Lydia",Concordia-Moorhead,Female,SO,433.70,2017-2018
"MARCUS, ALLISON",Concordia-Moorhead,Female,FR,460.90,2017-2018
"Millner, Hailey",Concordia-Moorhead,Female,–,350.90,2017-2018
"Murray, Hannah",Concordia-Moorhead,Female,FR,397.15,2017-2018
"O'Connell, Ann Marie",Concordia-Moorhead,Female,SR,452.10,2017-2018
"Templeton, Jordyn",Concordia-Moorhead,Female,JR,323.75,2017-2018
"Warren, Amy",Concordia-Moorhead,Female,FR,547.15,2017-2018
"White, Ciara",Concordia-Moorhead,Female,JR,521.05,2017-2018
"Bican, Logan J",Gustavus,Male,SO,–,2017-2018
"Bovee, Jonathan M",Gustavus,Male,JR,–,2017-2018
"Bragg, William D",Gustavus,Male,SR,505.45,2017-2018
"Brazel, Nicholas J",Gustavus,Male,JR,310.15,2017-2018
"Christianson, Mack A",Gustavus,Male,FR,657.15,2017-2018
"Clark, William",Gustavus,Male,SO,560.85,2017-2018
"Dawson, Zachariah A",Gustavus,Male,SO,660.50,2017-2018
"DeSutter, Ben J",Gustavus,Male,JR,528.40,2017-2018
"Deyak, Sam",Gustavus,Male,FR,562.45,2017-2018
"Fairbanks, Riley L",Gustavus,Male,JR,593.85,2017-2018
"Fitzloff, Thomas R",Gustavus,Male,FR,565.35,2017-2018
"Knutsen, Erik",Gustavus,Male,JR,456.90,2017-2018
"Larson, Nolan H",Gustavus,Male,FR,707.30,2017-2018
"Long, Jacob C",Gustavus,Male,FR,492.78,2017-2018
"Losinski, Andres P",Gustavus,Male,FR,448.75,2017-2018
"Muntifering, Joshua",Gustavus,Male,FR,630.75,2017-2018
"Nimke, Scott D",Gustavus,Male,JR,516.05,2017-2018
"Orsten, Darren R",Gustavus,Male,FR,389.40,2017-2018
"Peters, Andrew R",Gustavus,Male,JR,623.10,2017-2018
"Santelman, Henri E",Gustavus,Male,FR,–,2017-2018
"Scholberg, Carson P",Gustavus,Male,JR,–,2017-2018
"Schumann, Thomas L",Gustavus,Male,JR,453.15,2017-2018
"Sklar, Ryan P",Gustavus,Male,SO,619.40,2017-2018
"Sonnek, Tanner J",Gustavus,Male,JR,726.50,2017-2018
"Theis, Joshua S",Gustavus,Male,SO,–,2017-2018
"Timbers, Logan",Gustavus,Male,FR,425.25,2017-2018
"Torvik, Caleb L",Gustavus,Male,JR,529.85,2017-2018
"Veness, Jacob T",Gustavus,Male,FR,474.65,2017-2018
"Wallock, Anders",Gustavus,Male,SR,550.30,2017-2018
"Winter, Connor D",Gustavus,Male,SO,536.45,2017-2018
"Zobitz, Frankie J",Gustavus,Male,JR,568.85,2017-2018
"Adile, Vatsala",Gustavus,Female,SO,425.25,2017-2018
"An, Emily T",Gustavus,Female,FR,–,2017-2018
"Auran, Hailey R",Gustavus,Female,FR,591.00,2017-2018
"Bjorklund, Amelia L",Gustavus,Female,FR,576.55,2017-2018
"Boonstra, Megan R",Gustavus,Female,SR,553.15,2017-2018
"Bowar, Kyra",Gustavus,Female,FR,440.65,2017-2018
"Brostrom, Katherine",Gustavus,Female,FR,511.65,2017-2018
"Carlson, Grace M",Gustavus,Female,JR,463.00,2017-2018
"Chuah, Ruth A",Gustavus,Female,FR,550.00,2017-2018
"Coats, Cassidy",Gustavus,Female,JR,433.50,2017-2018
"Erson, Macy A",Gustavus,Female,FR,489.29,2017-2018
"Feldhake, Nicole J",Gustavus,Female,FR,472.75,2017-2018
"Granholm, Alyssa K",Gustavus,Female,FR,196.15,2017-2018
"Gunderson, Katherine G",Gustavus,Female,FR,457.25,2017-2018
"Hallmark, Sydney R",Gustavus,Female,JR,613.35,2017-2018
"Harper, Meghan K",Gustavus,Female,FR,516.05,2017-2018
"Holwerda, Kennedy M",Gustavus,Female,SR,654.00,2017-2018
"Iverson, Ingrid L",Gustavus,Female,SO,506.60,2017-2018
"Jerden, Lisa",Gustavus,Female,JR,–,2017-2018
"Johns, Marietta L",Gustavus,Female,FR,491.05,2017-2018
"Johnson, Leah C",Gustavus,Female,SR,480.35,2017-2018
"Kohorst, Alyssa",Gustavus,Female,FR,610.40,2017-2018
"Korshus, Cloe E",Gustavus,Female,FR,459.15,2017-2018
"Link, Sarah K",Gustavus,Female,JR,379.45,2017-2018
"Lohman, Emma G",Gustavus,Female,FR,472.75,2017-2018
"Lokensgard, Alyssa",Gustavus,Female,SO,608.60,2017-2018
"Lund, Rachel E",Gustavus,Female,JR,357.92,2017-2018
"Mattson, Abigail N",Gustavus,Female,FR,366.05,2017-2018
"Mayfield, Alison",Gustavus,Female,SO,547.40,2017-2018
"McGhee, Perry L",Gustavus,Female,JR,442.25,2017-2018
"Pesik, Haley L",Gustavus,Female,JR,625.00,2017-2018
"Pokornowski, Hana L",Gustavus,Female,FR,563.80,2017-2018
"Reilly, Kathleen T",Gustavus,Female,SR,687.20,2017-2018
"Saari, Emily M",Gustavus,Female,FR,445.40,2017-2018
"Simms, Michelle A",Gustavus,Female,JR,469.00,2017-2018
"Steinberg, Sophia A",Gustavus,Female,FR,–,2017-2018
"Teichmiller, Hailey",Gustavus,Female,SO,542.25,2017-2018
"Thate, Rachel M",Gustavus,Female,SO,571.65,2017-2018
"Webster, Margaret B",Gustavus,Female,JR,704.85,2017-2018
"Westendorp, Madeline R",Gustavus,Female,SO,563.95,2017-2018
"Anderson, Ben M",Hamline,Male,FR,460.55,2017-2018
"Berg, Adam E",Hamline,Male,JR,589.60,2017-2018
"Bloom, Zachary A",Hamline,Male,JR,469.20,2017-2018
"Breheim, Gregory",Hamline,Male,SO,523.65,2017-2018
"Campbell, Joseph",Hamline,Male,SR,571.40,2017-2018
"Carsen, Max A",Hamline,Male,FR,482.00,2017-2018
"Clay, Cody A",Hamline,Male,JR,549.15,2017-2018
"Fleming, Dennis R",Hamline,Male,SO,421.75,2017-2018
"Gorman, Hodd H",Hamline,Male,SR,682.40,2017-2018
"Grivna, Nicholas L",Hamline,Male,FR,633.35,2017-2018
"Hanlon, Nicholas",Hamline,Male,SO,451.25,2017-2018
"Hanson, Isaac V",Hamline,Male,FR,560.70,2017-2018
"Hobar, Andrew",Hamline,Male,FR,568.95,2017-2018
"McGee, William G",Hamline,Male,JR,503.70,2017-2018
"Perez, Jacob M",Hamline,Male,JR,–,2017-2018
"Roback, Lee M",Hamline,Male,FR,476.75,2017-2018
"Stoltz, John R",Hamline,Male,–,497.55,2017-2018
"Boulanger, Mara J",Hamline,Female,JR,469.55,2017-2018
"Ealy, Samantha A",Hamline,Female,JR,357.55,2017-2018
"Elgarten, Taylor",Hamline,Female,SR,367.70,2017-2018
"Frost, Julia R",Hamline,Female,FR,–,2017-2018
"Gregorio, Elizabeth A",Hamline,Female,SR,406.25,2017-2018
"Hanson, Taylor R",Hamline,Female,JR,455.95,2017-2018
"Hoke, Sha'Kila D",Hamline,Female,SO,–,2017-2018
"Kane, Skyler",Hamline,Female,SO,410.85,2017-2018
"Lenzen, Hannah R",Hamline,Female,SR,278.35,2017-2018
"Martinek, Taylor A",Hamline,Female,JR,652.40,2017-2018
"Moynihan, Lindsay A",Hamline,Female,JR,285.75,2017-2018
"Porzondek, Nadine",Hamline,Female,FR,450.85,2017-2018
"White, Bryce",Hamline,Female,SO,553.10,2017-2018
"Berman, Gabe",Macalester,Male,FR,467.95,2017-2018
"Cheng, Sean",Macalester,Male,JR,476.40,2017-2018
"Cirillo, Ryan",Macalester,Male,SO,343.65,2017-2018
"Cuddy, Kieran",Macalester,Male,FR,–,2017-2018
"Durbin, Taylor J",Macalester,Male,JR,493.25,2017-2018
"Dyer, Samuel W",Macalester,Male,JR,386.15,2017-2018
"Han, Seong-Woo",Macalester,Male,FR,127.46,2017-2018
"Reischmann, Paul P",Macalester,Male,JR,625.75,2017-2018
"Shin, Kevin",Macalester,Male,FR,226.48,2017-2018
"Tormene, Matteo",Macalester,Male,SR,426.70,2017-2018
"West, Jayden",Macalester,Male,SO,372.55,2017-2018
"Zhang, Fan",Macalester,Male,FR,208.00,2017-2018
"Borgmann, Olivia",Macalester,Female,JR,474.75,2017-2018
"Crane, Marie",Macalester,Female,SO,467.65,2017-2018
"DeGasperi, Maya",Macalester,Female,SO,389.70,2017-2018
"Eide, Miriam F",Macalester,Female,SO,506.05,2017-2018
"Gillis, Francesca",Macalester,Female,SO,–,2017-2018
"Lloyd, Molly W",Macalester,Female,SR,–,2017-2018
"Lund, Kaia S",Macalester,Female,SR,532.55,2017-2018
"Mark-Ng, Sophie",Macalester,Female,FR,465.45,2017-2018
"Polacek, Karina E",Macalester,Female,FR,–,2017-2018
"Roghair, Ariel M",Macalester,Female,SO,501.70,2017-2018
"Sailors, Olivia",Macalester,Female,SO,439.05,2017-2018
"Schopick, Zoe N",Macalester,Female,FR,482.20,2017-2018
"Thompson, Ana E",Macalester,Female,SO,568.45,2017-2018
"Donovan, Serita M",Saint. Kate's,Female,FR,–,2017-2018
"Goldman, Micah",Saint. Kate's,Female,JR,433.30,2017-2018
"Green, Charlotte M",Saint. Kate's,Female,FR,549.60,2017-2018
"Grohman, Sydney",Saint. Kate's,Female,FR,593.80,2017-2018
"Hagstrom, Victoria M",Saint. Kate's,Female,FR,537.45,2017-2018
"Hernandez-Nietling, Francesk",Saint. Kate's,Female,FR,623.90,2017-2018
"Johs, Ashley E",Saint. Kate's,Female,FR,346.65,2017-2018
"Kinsman, Georgianne",Saint. Kate's,Female,FR,444.15,2017-2018
"Lance, Emilee M",Saint. Kate's,Female,SO,–,2017-2018
"Laurie, Mykayla E",Saint. Kate's,Female,FR,435.80,2017-2018
"Matlack, Emily M",Saint. Kate's,Female,JR,346.10,2017-2018
"Mcmahon, Molly",Saint. Kate's,Female,FR,568.70,2017-2018
"Meece, Mikayla",Saint. Kate's,Female,FR,485.90,2017-2018
"Menso, Eleanor M",Saint. Kate's,Female,SR,509.65,2017-2018
"Meyer, Samantha",Saint. Kate's,Female,FR,434.20,2017-2018
"Page, Gabriella",Saint. Kate's,Female,JR,–,2017-2018
"PETERSON, MCKENNA",Saint. Kate's,Female,SO,565.80,2017-2018
"Rising, Katelyn",Saint. Kate's,Female,JR,570.55,2017-2018
"Schmeltzer, Alexandra",Saint. Kate's,Female,JR,–,2017-2018
"Voss, Mary J",Saint. Kate's,Female,SR,587.25,2017-2018
"Birklid, Caleb S",SJU/CSB,Male,SO,606.40,2017-2018
"Cancino, Christian S",SJU/CSB,Male,SR,518.00,2017-2018
"Culloton, Aidan J",SJU/CSB,Male,SR,532.10,2017-2018
"Dockendorf, Mitchell",SJU/CSB,Male,FR,605.75,2017-2018
"Echelard, Hudson M",SJU/CSB,Male,SR,392.81,2017-2018
"Greenblat, Eli S",SJU/CSB,Male,FR,544.90,2017-2018
"Gullickson, Grant N",SJU/CSB,Male,JR,329.15,2017-2018
"Hamilton, Joseph A",SJU/CSB,Male,SR,274.40,2017-2018
"He, Miao",SJU/CSB,Male,SR,547.60,2017-2018
"Heinen, Zachary",SJU/CSB,Male,FR,319.72,2017-2018
"Heller, Luke S",SJU/CSB,Male,SO,598.90,2017-2018
"Kalsow, Brandan D",SJU/CSB,Male,SO,491.15,2017-2018
"Kennedy, Zachary S",SJU/CSB,Male,SO,489.70,2017-2018
"Murphy, Devin M",SJU/CSB,Male,FR,573.08,2017-2018
"Noecker, Curtis C",SJU/CSB,Male,SR,564.00,2017-2018
"Odermann, Friedrich F",SJU/CSB,Male,SO,533.60,2017-2018
"Olson, Michael J",SJU/CSB,Male,FR,598.70,2017-2018
"Pauley, Ryan",SJU/CSB,Male,SO,581.90,2017-2018
"Schwamm, Joseph A",SJU/CSB,Male,FR,508.10,2017-2018
"Temporowski, Josh",SJU/CSB,Male,–,–,2017-2018
"Thompson, Dominick E",SJU/CSB,Male,SR,492.85,2017-2018
"Tomporowski, Josh M",SJU/CSB,Male,SR,–,2017-2018
"Tostenson, Aaron M",SJU/CSB,Male,JR,488.90,2017-2018
"Upton, Jacob S",SJU/CSB,Male,JR,560.60,2017-2018
"Urbanski, Tyler J",SJU/CSB,Male,SR,–,2017-2018
"Valek, Jayson",SJU/CSB,Male,SO,436.55,2017-2018
"Vorderbruggen, Joseph C",SJU/CSB,Male,SR,449.47,2017-2018
"Albers, Kayla",SJU/CSB,Female,SO,394.95,2017-2018
"Allyson, Zoe G",SJU/CSB,Female,FR,544.70,2017-2018
"Behounek, Marissa",SJU/CSB,Female,SO,456.00,2017-2018
"Benham, Alexandria S",SJU/CSB,Female,JR,519.32,2017-2018
"Brenk, Stephanie",SJU/CSB,Female,JR,397.94,2017-2018
"Brewers, Elizabeth J",SJU/CSB,Female,SR,441.35,2017-2018
"Christiansen, Lauren",SJU/CSB,Female,SO,531.10,2017-2018
"Chronakos, Kassandra",SJU/CSB,Female,SO,438.75,2017-2018
"Clough, Skyler",SJU/CSB,Female,SO,521.40,2017-2018
"Crum, Allison",SJU/CSB,Female,SO,517.15,2017-2018
"Davis, Madison",SJU/CSB,Female,FR,444.35,2017-2018
"Dugas, Sydney",SJU/CSB,Female,SO,469.35,2017-2018
"Frisby, Johannah",SJU/CSB,Female,JR,463.73,2017-2018
"Gennrich, Isabel",SJU/CSB,Female,SO,370.68,2017-2018
"Groebner, Ashley N",SJU/CSB,Female,JR,572.30,2017-2018
"Handelin, Megan",SJU/CSB,Female,FR,402.85,2017-2018
"Jarvi, Mallory",SJU/CSB,Female,SO,–,2017-2018
"Kinney, Madeline R",SJU/CSB,Female,JR,530.95,2017-2018
"Kirchner, Katelyn A",SJU/CSB,Female,FR,485.40,2017-2018
"Kleen, Larissa",SJU/CSB,Female,SO,496.75,2017-2018
"Kratz, Meghan",SJU/CSB,Female,SO,570.70,2017-2018
"Livermore, Clara L",SJU/CSB,Female,FR,443.85,2017-2018
"Livermore, Grace",SJU/CSB,Female,JR,414.65,2017-2018
"Mahoney, Claudia",SJU/CSB,Female,FR,562.35,2017-2018
"Mattson, Ashlynn",SJU/CSB,Female,FR,371.85,2017-2018
"Mokhtary, Meghan",SJU/CSB,Female,SO,575.85,2017-2018
"Molus, Andrea",SJU/CSB,Female,SO,470.85,2017-2018
"Murphy, Morgan",SJU/CSB,Female,SO,507.15,2017-2018
"Newhouse, Julia",SJU/CSB,Female,SO,411.65,2017-2018
"Noel, Lauren A",SJU/CSB,Female,SR,513.35,2017-2018
"Pahr, Lisa",SJU/CSB,Female,FR,–,2017-2018
"Pomerenke, Maggie",SJU/CSB,Female,SO,–,2017-2018
"Ridgeway, Emma M",SJU/CSB,Female,SR,525.85,2017-2018
"Rudin, Kristina E",SJU/CSB,Female,SR,604.25,2017-2018
"Sharp, Brenna",SJU/CSB,Female,SO,429.20,2017-2018
"Weires, Sydney",SJU/CSB,Female,SO,515.70,2017-2018
"Young, Mckenzie J",SJU/CSB,Female,SR,574.20,2017-2018
"Eyman Casey, Abraham D",Saint Olaf,Male,JR,623.55,2017-2018
"Gergen, Cal",Saint Olaf,Male,SO,526.65,2017-2018
"Hones, Marcel D",Saint Olaf,Male,FR,619.90,2017-2018
"Jorgensen Duus, Leif P",Saint Olaf,Male,JR,–,2017-2018
"Kretzmann, Ian D",Saint Olaf,Male,SO,556.20,2017-2018
"Loepfe, John G",Saint Olaf,Male,SO,635.50,2017-2018
"Lysiuk, Mikhail",Saint Olaf,Male,FR,–,2017-2018
"McCarty, Zachary",Saint Olaf,Male,FR,568.35,2017-2018
"Meagher, Sean R",Saint Olaf,Male,FR,328.89,2017-2018
"Moktan, Rahab",Saint Olaf,Male,FR,318.55,2017-2018
"Nill, Collin",Saint Olaf,Male,FR,695.00,2017-2018
"Pelutis, Dmitriy",Saint Olaf,Male,JR,480.65,2017-2018
"Polzin, Kevin L",Saint Olaf,Male,JR,409.65,2017-2018
"Reynolds, Peter G",Saint Olaf,Male,JR,618.99,2017-2018
"Swenson, Daniel",Saint Olaf,Male,SO,278.13,2017-2018
"Thiede, Brodie W",Saint Olaf,Male,JR,522.85,2017-2018
"Tong, Dang-Quong L",Saint Olaf,Male,JR,489.45,2017-2018
"Croasdell, Caitlin",Saint Olaf,Female,SO,651.55,2017-2018
"Doughty, Robyn A",Saint Olaf,Female,SR,454.30,2017-2018
"Jensen, Helen",Saint Olaf,Female,SO,645.70,2017-2018
"Jones, Olivia M",Saint Olaf,Female,FR,413.35,2017-2018
"Kroschel, Lauren",Saint Olaf,Female,SO,–,2017-2018
"Lance, Anna",Saint Olaf,Female,FR,571.20,2017-2018
"Martin, Erin M",Saint Olaf,Female,JR,485.80,2017-2018
"Maruyama, Emily K",Saint Olaf,Female,SR,483.85,2017-2018
"McLarnan, Nina E",Saint Olaf,Female,SR,525.85,2017-2018
"Metelmann, Solvay",Saint Olaf,Female,SO,490.20,2017-2018
"Nevin, Sophia M",Saint Olaf,Female,FR,620.70,2017-2018
"Peterson, Rose M",Saint Olaf,Female,SR,–,2017-2018
"Pohlman, Annika J",Saint Olaf,Female,SR,435.85,2017-2018
"Punyko, Kelly E",Saint Olaf,Female,JR,614.50,2017-2018
"Rizzo, Linnea M",Saint Olaf,Female,JR,643.40,2017-2018
"shin, Delaney",Saint Olaf,Female,SO,433.51,2017-2018
"Song, Ye Won E",Saint Olaf,Female,JR,–,2017-2018
"Sperling, Elmira",Saint Olaf,Female,SO,449.85,2017-2018
"Vandersteen, Samantha",Saint Olaf,Female,SO,–,2017-2018
"Wichmann, Kelly",Saint Olaf,Female,FR,533.20,2017-2018
"Wolff, Marissa R",Saint Olaf,Female,FR,667.20,2017-2018
