swimmer,team,gender,class_yr,points,season
"Hultgren, Kristin S",Carleton,Female,FR,440.20,2019-2020
"Kirkland, Kapani",Carleton,Female,SO,–,2019-2020
"Lachman, Margaret",Carleton,Female,JR,434.35,2019-2020
"Lafferty, Natalie D",Carleton,Female,SO,554.45,2019-2020
"Lederer, Emma E",Carleton,Female,SR,599.15,2019-2020
"Lee, Serena",Carleton,Female,SO,567.35,2019-2020
"Luljak, Julia C",Carleton,Female,FR,575.95,2019-2020
"Manivel, Marcella A",Carleton,Female,JR,434.34,2019-2020
"Marshall, Grace E",Carleton,Female,SR,443.95,2019-2020
"Mayer, Morgan Y",Carleton,Female,SR,564.65,2019-2020
"Meyer, Ada L",Carleton,Female,SR,613.45,2019-2020
"Nagaoka, Yuki",Carleton,Female,SO,476.40,2019-2020
"Neid, Claire",Carleton,Female,SO,530.00,2019-2020
"Orenstein, Talia A",Carleton,Female,FR,491.90,2019-2020
"Quattrucci, Isabella",Carleton,Female,SO,406.00,2019-2020
"Smith, Madison T",Carleton,Female,SO,502.30,2019-2020
"Soehnlin, Natalie",Carleton,Female,FR,341.81,2019-2020
"Tartaglia, Andrea",Carleton,Female,SO,–,2019-2020
"Wrigley, Emma R",Carleton,Female,SO,–,2019-2020
"Backes, Anna",Concordia-Moorhead,Female,JR,514.35,2019-2020
"Biebl, Lindsey",Concordia-Moorhead,Female,FR,395.40,2019-2020
"Bray, Jessica L",Concordia-Moorhead,Female,FR,484.45,2019-2020
"Cramer, Kaitlin",Concordia-Moorhead,Female,FR,448.15,2019-2020
"Gunderson, Camille A",Concordia-Moorhead,Female,FR,377.95,2019-2020
"Larson, Lydia",Concordia-Moorhead,Female,SR,440.13,2019-2020
"MARCUS, ALLISON",Concordia-Moorhead,Female,JR,419.05,2019-2020
"Nolan, Shelby",Concordia-Moorhead,Female,–,–,2019-2020
"Rasmussen, Alexandra",Concordia-Moorhead,Female,SO,478.60,2019-2020
"Zeleny, Audrey",Concordia-Moorhead,Female,FR,423.50,2019-2020
"Allison, Matthew J",Gustavus,Male,SR,663.00,2019-2020
"Becker, Andrew E",Gustavus,Male,FR,609.90,2019-2020
"Bican, Logan J",Gustavus,Male,SR,–,2019-2020
"Christianson, Mack A",Gustavus,Male,JR,588.30,2019-2020
"Clark, William",Gustavus,Male,SR,560.35,2019-2020
"Czech, Jared",Gustavus,Male,SO,445.15,2019-2020
"Dawson, Jared E",Gustavus,Male,FR,648.70,2019-2020
"Dawson, Zachariah A",Gustavus,Male,SR,661.45,2019-2020
"Deyak, Sam",Gustavus,Male,JR,578.90,2019-2020
"Engle, Denis",Gustavus,Male,SO,365.25,2019-2020
"Fitzloff, Thomas R",Gustavus,Male,JR,587.05,2019-2020
"Franko-Dynes, Dutch W",Gustavus,Male,SO,661.85,2019-2020
"Frese, Noah J",Gustavus,Male,SO,494.10,2019-2020
"Haugstad, Chad J",Gustavus,Male,SO,525.00,2019-2020
"Horgan, Alexander M",Gustavus,Male,SO,395.55,2019-2020
"Hudson, Dane W",Gustavus,Male,FR,610.50,2019-2020
"Hussein, Farrque",Gustavus,Male,SO,613.55,2019-2020
"Johnson, Teddy",Gustavus,Male,FR,535.10,2019-2020
"Kawlewski, Ryan",Gustavus,Male,SO,665.70,2019-2020
"King, Michael G",Gustavus,Male,FR,416.10,2019-2020
"Klarqvist, Lukas",Gustavus,Male,SO,534.15,2019-2020
"Krusell, Jacob",Gustavus,Male,FR,443.80,2019-2020
"Lange, Axel S",Gustavus,Male,SO,499.05,2019-2020
"Larson, Nolan H",Gustavus,Male,JR,724.95,2019-2020
"Lee, Alex J",Gustavus,Male,FR,413.70,2019-2020
"Losinski, Andres P",Gustavus,Male,JR,481.05,2019-2020
"McCullough, Eamonn",Gustavus,Male,SO,643.15,2019-2020
"Muntifering, Joshua",Gustavus,Male,JR,674.10,2019-2020
"Shanesy, David J",Gustavus,Male,FR,–,2019-2020
"Sklar, Ryan P",Gustavus,Male,SR,596.35,2019-2020
"Small, Erik",Gustavus,Male,FR,649.05,2019-2020
"Theis, Joshua S",Gustavus,Male,SR,–,2019-2020
"Vander-Jeugdt, Taylor",Gustavus,Male,FR,509.75,2019-2020
"Williams, Terrence S",Gustavus,Male,FR,560.05,2019-2020
"Winter, Connor D",Gustavus,Male,SR,495.85,2019-2020
"Zemek, Callen W",Gustavus,Male,FR,725.30,2019-2020
"An, Emily T",Gustavus,Female,JR,–,2019-2020
"Anderson, Lilly",Gustavus,Female,SO,430.80,2019-2020
"Artley, Sophia L",Gustavus,Female,FR,405.50,2019-2020
"Auran, Hailey R",Gustavus,Female,JR,644.75,2019-2020
"Bebeau, Sydney J",Gustavus,Female,FR,–,2019-2020
"Benoit, Ella",Gustavus,Female,SO,556.15,2019-2020
"Bjorklund, Amelia L",Gustavus,Female,JR,605.65,2019-2020
"Bowar, Kyra",Gustavus,Female,JR,449.90,2019-2020
"Brostrom, Katherine",Gustavus,Female,JR,562.35,2019-2020
"Cox, Thedosia S",Gustavus,Female,SO,–,2019-2020
"Feldhake, Nicole J",Gustavus,Female,JR,448.90,2019-2020
"Gambill, Anna O",Gustavus,Female,SO,397.80,2019-2020
"Giedd, Claudia M",Gustavus,Female,FR,–,2019-2020
"Glodoski, Julia M",Gustavus,Female,SO,488.80,2019-2020
"Gunderson, Katherine G",Gustavus,Female,JR,472.95,2019-2020
"Hofstede, Ellen M",Gustavus,Female,FR,690.50,2019-2020
"Iverson, Ingrid L",Gustavus,Female,SR,498.55,2019-2020
"Johns, Marietta L",Gustavus,Female,JR,464.50,2019-2020
"Johnson, Annikka",Gustavus,Female,FR,596.35,2019-2020
"Jones, Hannah",Gustavus,Female,FR,586.50,2019-2020
"Kohorst, Alyssa",Gustavus,Female,JR,608.90,2019-2020
"Korshus, Cloe E",Gustavus,Female,JR,449.82,2019-2020
"Lokensgard, Alyssa",Gustavus,Female,SR,644.70,2019-2020
"Mayfield, Alison",Gustavus,Female,SR,595.60,2019-2020
"Mellum, Morgan M",Gustavus,Female,FR,521.35,2019-2020
"Nesvold, Trind T",Gustavus,Female,FR,361.02,2019-2020
"Nietz, Anna K",Gustavus,Female,SO,–,2019-2020
"Nutz, Anna",Gustavus,Female,SO,–,2019-2020
"Ortloff, Lillie N",Gustavus,Female,SO,559.00,2019-2020
"Pearson, Emily",Gustavus,Female,FR,467.25,2019-2020
"Phillips, Mercedes A",Gustavus,Female,FR,435.19,2019-2020
"Pokornowski, Hana L",Gustavus,Female,JR,554.25,2019-2020
"Schammel, Abigail J",Gustavus,Female,SO,459.90,2019-2020
"Soukup, Rachel M",Gustavus,Female,SO,349.80,2019-2020
"Speedling, Elizabeth A",Gustavus,Female,SO,503.30,2019-2020
"Steinberg, Sophia A",Gustavus,Female,JR,–,2019-2020
"Stewart, Ameilia R",Gustavus,Female,FR,508.29,2019-2020
"Strobl, Sydney",Gustavus,Female,SO,498.45,2019-2020
"Teichmiller, Hailey",Gustavus,Female,SR,485.90,2019-2020
"Thate, Rachel M",Gustavus,Female,SR,556.25,2019-2020
"Westendorp, Madeline R",Gustavus,Female,SR,630.75,2019-2020
"Yartz, Abby",Gustavus,Female,FR,611.80,2019-2020
"Zaske, Mikayla A",Gustavus,Female,FR,456.94,2019-2020
"Carsen, Max A",Hamline,Male,JR,485.35,2019-2020
"Delage, Brandon",Hamline,Male,FR,436.25,2019-2020
"Doan, Quinn",Hamline,Male,SO,484.80,2019-2020
"Grivna, Nicholas L",Hamline,Male,JR,580.95,2019-2020
"Hanlon, Nicholas",Hamline,Male,SR,390.60,2019-2020
"Hanson, Isaac V",Hamline,Male,JR,569.95,2019-2020
"Hilla, Jacob P",Hamline,Male,FR,–,2019-2020
"Hobar, Andrew",Hamline,Male,JR,501.30,2019-2020
"Hubbard, George D",Hamline,Male,FR,643.25,2019-2020
"Joyce, Joseph",Hamline,Male,FR,542.40,2019-2020
"Roback, Lee M",Hamline,Male,JR,470.40,2019-2020
"Schletty, Kevin R",Hamline,Male,FR,506.95,2019-2020
"Steeves, Nathan R",Hamline,Male,SO,556.75,2019-2020
"Brady, Spencer M",Hamline,Female,SO,–,2019-2020
"Broyles, Courtney",Hamline,Female,FR,–,2019-2020
"Chavarria, Aubrey I",Hamline,Female,FR,349.50,2019-2020
"Cimera, Cailey",Hamline,Female,FR,398.85,2019-2020
"Fischer, Lilah S",Hamline,Female,SO,435.45,2019-2020
"McCutchen, Sydney R",Hamline,Female,FR,408.30,2019-2020
"Mesita, Julie L",Hamline,Female,FR,375.05,2019-2020
"Needham, Julia L",Hamline,Female,FR,373.25,2019-2020
"Nigro, Bennett J",Hamline,Female,FR,480.35,2019-2020
"Peterson, Rachel N",Hamline,Female,SO,360.95,2019-2020
"Torgrimson, Alexandra E",Hamline,Female,SO,559.20,2019-2020
"White, Bryce",Hamline,Female,SR,571.20,2019-2020
"Wood, Sarah",Hamline,Female,FR,523.95,2019-2020
"Arquin, Kiran N",Macalester,Male,SO,373.50,2019-2020
"Blomquist, Benjamin C",Macalester,Male,SO,528.40,2019-2020
"Chechelnitsky, Daniel",Macalester,Male,SO,338.90,2019-2020
"Cuddy, Kieran",Macalester,Male,JR,–,2019-2020
"Hubbard, Tanner D",Macalester,Male,SO,569.95,2019-2020
"Levy, Benjamin P",Macalester,Male,FR,508.45,2019-2020
"West, Jayden",Macalester,Male,SR,373.40,2019-2020
"Williams, Aidan",Macalester,Male,SO,427.10,2019-2020
"Borg, Caitlin",Macalester,Female,FR,493.60,2019-2020
"Caldwell, Lanae M",Macalester,Female,SO,345.00,2019-2020
"Crane, Marie",Macalester,Female,SR,458.70,2019-2020
"Foy, Elizabeth A",Macalester,Female,SO,498.20,2019-2020
"Frederick, Zoe",Macalester,Female,FR,475.95,2019-2020
"Gillis, Francesca",Macalester,Female,SR,–,2019-2020
"Gryler, Elise",Macalester,Female,FR,351.45,2019-2020
"Kelbrants, Katie",Macalester,Female,FR,–,2019-2020
"Madigan, Grace E",Macalester,Female,FR,587.00,2019-2020
"McCall, Adriana",Macalester,Female,FR,334.50,2019-2020
"Nadelhoffer, Rose M",Macalester,Female,FR,364.60,2019-2020
"Park, Reilly",Macalester,Female,SO,–,2019-2020
"Polacek, Karina E",Macalester,Female,JR,–,2019-2020
"Redpath, Frances M",Macalester,Female,FR,545.75,2019-2020
"Roghair, Ariel M",Macalester,Female,SR,506.10,2019-2020
"Schopick, Zoe N",Macalester,Female,JR,460.20,2019-2020
"Stevenson, Paige K",Macalester,Female,FR,542.65,2019-2020
"Stewart, Kinsey",Macalester,Female,SO,468.50,2019-2020
"Takashima, Sena",Macalester,Female,SO,385.75,2019-2020
"Taylor, Karlee",Macalester,Female,FR,–,2019-2020
"Thompson, Ana E",Macalester,Female,SR,536.70,2019-2020
"Turner, Grace",Macalester,Female,FR,484.30,2019-2020
"Westrick, Alexandra",Macalester,Female,FR,413.45,2019-2020
"Whyte, Lauren",Macalester,Female,FR,453.60,2019-2020
"Yoder, Lydia A",Macalester,Female,JR,386.77,2019-2020
"Baxley, Amelia",Saint Kate's,Female,SO,673.20,2019-2020
"Caples, Mara",Saint Kate's,Female,FR,506.20,2019-2020
"Domack, Katelyn",Saint Kate's,Female,FR,459.75,2019-2020
"Durand, Gillian",Saint Kate's,Female,FR,594.05,2019-2020
"Erikson, Sophia L",Saint Kate's,Female,FR,433.80,2019-2020
"Grohman, Sydney",Saint Kate's,Female,JR,651.10,2019-2020
"Hagstrom, Victoria M",Saint Kate's,Female,JR,548.35,2019-2020
"Hall, Evynn J",Saint Kate's,Female,FR,481.90,2019-2020
"Hernandez-Nietling, Francesk",Saint Kate's,Female,JR,601.25,2019-2020
"Kinsman, Georgianne",Saint Kate's,Female,JR,437.50,2019-2020
"Klein, Macy G",Saint Kate's,Female,SO,702.25,2019-2020
"Lance, Emilee M",Saint Kate's,Female,SR,–,2019-2020
"Laurie, Mykayla E",Saint Kate's,Female,JR,498.75,2019-2020
"Le Bris, Jade",Saint Kate's,Female,SO,388.50,2019-2020
"Mcmahon, Molly",Saint Kate's,Female,JR,572.90,2019-2020
"Meece, Mikayla",Saint Kate's,Female,JR,508.45,2019-2020
"Menso, Margaret R",Saint Kate's,Female,SO,701.85,2019-2020
"Mertens, Julia E",Saint Kate's,Female,SO,483.30,2019-2020
"Meyer, Samantha",Saint Kate's,Female,JR,447.05,2019-2020
"PETERSON, MCKENNA",Saint Kate's,Female,SR,536.40,2019-2020
"Rardin, Isabella",Saint Kate's,Female,FR,440.65,2019-2020
"Svendsen, Hannah N",Saint Kate's,Female,SO,648.75,2019-2020
"Trettin, Emma A",Saint Kate's,Female,FR,346.65,2019-2020
"Voelker, Andrea",Saint Kate's,Female,FR,618.90,2019-2020
"Voss, Anne E",Saint Kate's,Female,FR,597.70,2019-2020
"Wentzel, Jordyn",Saint Kate's,Female,SO,778.90,2019-2020
"Atkinson, Spencer C",SJU/CSB,Male,SO,507.75,2019-2020
"Belov, Timothy M",SJU/CSB,Male,FR,535.15,2019-2020
"Braun, Leo",SJU/CSB,Male,SO,–,2019-2020
"Brinkman, Beau J",SJU/CSB,Male,FR,547.85,2019-2020
"Dockendorf, Mitchell",SJU/CSB,Male,JR,628.65,2019-2020
"Fisher, Sean C",SJU/CSB,Male,FR,354.95,2019-2020
"Fleischhacker, Dylan",SJU/CSB,Male,FR,522.10,2019-2020
"Froehle, Steven R",SJU/CSB,Male,SO,575.15,2019-2020
"Grabinski, Jack",SJU/CSB,Male,FR,–,2019-2020
"Greenblat, Eli S",SJU/CSB,Male,JR,573.95,2019-2020
"Heinen, Zachary",SJU/CSB,Male,JR,294.95,2019-2020
"Huber, Ethan",SJU/CSB,Male,FR,631.25,2019-2020
"Kennedy, Zachary S",SJU/CSB,Male,SR,445.90,2019-2020
"Koller, Joe",SJU/CSB,Male,FR,520.55,2019-2020
"Lemke, Ethan M",SJU/CSB,Male,FR,557.35,2019-2020
"Mehus, Jack J",SJU/CSB,Male,FR,521.85,2019-2020
"Nelson, Trevor",SJU/CSB,Male,SO,470.20,2019-2020
"Odermann, Friedrich F",SJU/CSB,Male,SR,507.95,2019-2020
"Olson, Michael J",SJU/CSB,Male,JR,552.60,2019-2020
"Pauley, Ryan",SJU/CSB,Male,SR,561.60,2019-2020
"Pfau, Christian",SJU/CSB,Male,FR,–,2019-2020
"Reed, Connor",SJU/CSB,Male,FR,–,2019-2020
"Schrick, Blake A",SJU/CSB,Male,SO,502.35,2019-2020
"Schwamm, Joseph A",SJU/CSB,Male,JR,496.30,2019-2020
"Valek, Jayson",SJU/CSB,Male,SR,498.95,2019-2020
"Albers, Kayla",SJU/CSB,Female,SR,419.05,2019-2020
"Allyson, Zoe G",SJU/CSB,Female,JR,540.25,2019-2020
"Anderson, Jordan",SJU/CSB,Female,SO,370.37,2019-2020
"Beck, Julia",SJU/CSB,Female,SO,434.45,2019-2020
"Birklid, Ana R",SJU/CSB,Female,SO,600.15,2019-2020
"Brewer, Katie",SJU/CSB,Female,FR,371.45,2019-2020
"Christiansen, Lauren",SJU/CSB,Female,SR,538.25,2019-2020
"Christopherson, Sidney D",SJU/CSB,Female,SR,325.70,2019-2020
"Clough, Skyler",SJU/CSB,Female,SR,541.90,2019-2020
"Davis, Madison",SJU/CSB,Female,JR,501.25,2019-2020
"Davison, Hayley",SJU/CSB,Female,SO,331.90,2019-2020
"Dugas, Sydney",SJU/CSB,Female,SR,417.15,2019-2020
"Egger, Kylie",SJU/CSB,Female,SO,–,2019-2020
"Egolf-Jensen, Kathryn",SJU/CSB,Female,FR,317.95,2019-2020
"Ellingson, Kathryn",SJU/CSB,Female,SO,–,2019-2020
"Fleming, Olivia",SJU/CSB,Female,FR,406.70,2019-2020
"Gennrich, Isabel",SJU/CSB,Female,SR,327.45,2019-2020
"Gerhardt, Morgan",SJU/CSB,Female,SO,515.20,2019-2020
"Johanson, Molly K",SJU/CSB,Female,FR,554.20,2019-2020
"Kleen, Larissa",SJU/CSB,Female,SR,481.00,2019-2020
"Kratz, Meghan",SJU/CSB,Female,SR,540.65,2019-2020
"Lefebvre, Nicole F",SJU/CSB,Female,SO,415.65,2019-2020
"Livermore, Clara L",SJU/CSB,Female,JR,348.45,2019-2020
"Mahoney, Claudia",SJU/CSB,Female,JR,598.65,2019-2020
"Mattson, Ashlynn",SJU/CSB,Female,JR,336.70,2019-2020
"Milstroh, Jess",SJU/CSB,Female,FR,562.15,2019-2020
"Murphy, Morgan",SJU/CSB,Female,SR,500.15,2019-2020
"Newhouse, Jacquelynne A",SJU/CSB,Female,SO,527.20,2019-2020
"Oman, Thea",SJU/CSB,Female,FR,544.50,2019-2020
"Pahr, Lisa",SJU/CSB,Female,JR,–,2019-2020
"Pomerenke, Maggie",SJU/CSB,Female,SR,–,2019-2020
"Quill, Emi",SJU/CSB,Female,FR,–,2019-2020
"Ridgeway, Mary",SJU/CSB,Female,FR,435.10,2019-2020
"Sabin, Mia",SJU/CSB,Female,FR,–,2019-2020
"Sharp, Brenna",SJU/CSB,Female,SR,459.30,2019-2020
"Slavik, Madison R",SJU/CSB,Female,FR,570.60,2019-2020
"Sonday, Isabelle J",SJU/CSB,Female,SO,522.35,2019-2020
"Von Wahlde, Mikayla",SJU/CSB,Female,SO,600.35,2019-2020
"Brachmann, Mitchell S",Saint Olaf,Male,SO,454.05,2019-2020
"DeBoer, Andrew",Saint Olaf,Male,FR,384.13,2019-2020
"Greseth, Sjon E",Saint Olaf,Male,SO,651.10,2019-2020
"Hauck, Cullen",Saint Olaf,Male,SO,413.30,2019-2020
"Hones, Marcel D",Saint Olaf,Male,JR,523.50,2019-2020
"Kramer, Harris",Saint Olaf,Male,SO,–,2019-2020
"Kretzmann, Ian D",Saint Olaf,Male,SR,555.90,2019-2020
"Loepfe, John G",Saint Olaf,Male,SR,669.10,2019-2020
"McCarty, Zachary",Saint Olaf,Male,JR,528.30,2019-2020
"Meagher, Sean R",Saint Olaf,Male,JR,383.55,2019-2020
"Moktan, Rahab",Saint Olaf,Male,JR,382.85,2019-2020
"Noecker, Andrew L",Saint Olaf,Male,FR,428.24,2019-2020
"Quezada, Xander",Saint Olaf,Male,SO,476.80,2019-2020
"Rizzo, Timothy R",Saint Olaf,Male,FR,745.55,2019-2020
"Swenson, Daniel",Saint Olaf,Male,SR,275.62,2019-2020
"Bishop, Julia H",Saint Olaf,Female,SO,–,2019-2020
"Cleven, Annika R",Saint Olaf,Female,FR,610.30,2019-2020
"Cordes, Julia M",Saint Olaf,Female,FR,–,2019-2020
"Croasdell, Caitlin",Saint Olaf,Female,SR,570.10,2019-2020
"CUCCHIARO, SHANNON E",Saint Olaf,Female,SO,478.35,2019-2020
"Dix, Martha",Saint Olaf,Female,SO,420.95,2019-2020
"Giovannozzi, Sarah E",Saint Olaf,Female,FR,287.75,2019-2020
"Hemphill, Brynn",Saint Olaf,Female,FR,–,2019-2020
"Jensen, Helen",Saint Olaf,Female,SR,621.00,2019-2020
"Jones, Olivia M",Saint Olaf,Female,JR,405.80,2019-2020
"Knutson, Maya L",Saint Olaf,Female,JR,668.05,2019-2020
"Kroschel, Lauren",Saint Olaf,Female,SR,–,2019-2020
"Lance, Anna",Saint Olaf,Female,JR,419.70,2019-2020
"Larsen, Kayli",Saint Olaf,Female,FR,419.10,2019-2020
"Metelmann, Solvay",Saint Olaf,Female,SR,467.68,2019-2020
"Nevin, Sophia M",Saint Olaf,Female,JR,565.20,2019-2020
"Newton, Maria L",Saint Olaf,Female,FR,680.65,2019-2020
"Pelszynski, Emily M",Saint Olaf,Female,FR,463.40,2019-2020
"Purdum, Allison J",Saint Olaf,Female,FR,532.00,2019-2020
"Sieben, Kylie E",Saint Olaf,Female,FR,–,2019-2020
"Sperling, Elmira",Saint Olaf,Female,SR,405.40,2019-2020
"Stewart, Brydie",Saint Olaf,Female,FR,529.80,2019-2020
"Wainwright, Maureen A",Saint Olaf,Female,FR,410.95,2019-2020
"Wallace, Victoria",Saint Olaf,Female,SO,384.66,2019-2020
"White, Anna E",Saint Olaf,Female,FR,–,2019-2020
"Wichmann, Kelly",Saint Olaf,Female,JR,545.05,2019-2020
"Wolff, Marissa R",Saint Olaf,Female,JR,681.70,2019-2020
