swimmer,team,gender,class_yr,points,season
"Hultgren, Kristin S",Carleton,Female,SR,266.70,2022-2023
"Johnson, Aleia",Carleton,Female,SO,473.95,2022-2023
"Luljak, Julia C",Carleton,Female,SR,576.75,2022-2023
"Marks, Abigail R",Carleton,Female,SO,423.30,2022-2023
"Morton, Zoe",Carleton,Female,FR,561.80,2022-2023
"Nagpal, Jivana",Carleton,Female,SO,365.15,2022-2023
"Neiman-Golden, Anna",Carleton,Female,SR,–,2022-2023
"Riley, Isabelle C",Carleton,Female,SO,545.60,2022-2023
"Rosenberg, Ashley N",Carleton,Female,SO,505.90,2022-2023
"Russell, Brenna",Carleton,Female,SO,–,2022-2023
"SACHS, AVIVA T",Carleton,Female,FR,430.25,2022-2023
"Sheridan, Samantha K",Carleton,Female,SO,503.20,2022-2023
"Sjaastad, Katya",Carleton,Female,SO,–,2022-2023
"Soforenko, Vivianne",Carleton,Female,JR,405.00,2022-2023
"Taraday, Lola S",Carleton,Female,FR,479.40,2022-2023
"Trackman, Alison J",Carleton,Female,FR,442.50,2022-2023
"Wong, Lily S",Carleton,Female,FR,481.30,2022-2023
"Andersen, Rachel A",Concordia-Moorhead,Female,JR,352.35,2022-2023
"Barlage, Madelyn",Concordia-Moorhead,Female,FR,295.90,2022-2023
"Biebl, Lindsey",Concordia-Moorhead,Female,SR,307.65,2022-2023
"Bray, Jessica L",Concordia-Moorhead,Female,SR,439.70,2022-2023
"Cramer, Kaitlin",Concordia-Moorhead,Female,SR,483.45,2022-2023
"Darling, Kiernan",Concordia-Moorhead,Female,SO,–,2022-2023
"Gunderson, Camille A",Concordia-Moorhead,Female,SR,421.95,2022-2023
"Jaeger, Hailey C",Concordia-Moorhead,Female,SO,550.30,2022-2023
"Juetten, Haley",Concordia-Moorhead,Female,FR,366.20,2022-2023
"Moore, Christina J",Concordia-Moorhead,Female,FR,354.20,2022-2023
"Porter, Tinsley",Concordia-Moorhead,Female,FR,420.40,2022-2023
"Schmidt, Chantelle",Concordia-Moorhead,Female,SO,350.75,2022-2023
"Timm, Brienna",Concordia-Moorhead,Female,JR,440.55,2022-2023
"Zeleny, Audrey",Concordia-Moorhead,Female,SR,431.60,2022-2023
"Antinoro, Louis C",Gustavus,Male,FR,484.85,2022-2023
"Becker, Andrew E",Gustavus,Male,SR,684.65,2022-2023
"Braley, Logan",Gustavus,Male,FR,539.40,2022-2023
"Chisholm, Brady M",Gustavus,Male,FR,545.25,2022-2023
"Christoferson, Jack E",Gustavus,Male,FR,512.55,2022-2023
"Copple, Kade R",Gustavus,Male,JR,561.20,2022-2023
"Cordano, Jonathan",Gustavus,Male,SO,609.00,2022-2023
"Dawson, Jared E",Gustavus,Male,SR,651.00,2022-2023
"DeVries, Jude",Gustavus,Male,FR,341.58,2022-2023
"Fowler, Ben O",Gustavus,Male,FR,449.60,2022-2023
"Hill, Nyden F",Gustavus,Male,SO,675.85,2022-2023
"Hoff, Alex R",Gustavus,Male,FR,450.55,2022-2023
"Hudson, Dane W",Gustavus,Male,SR,661.80,2022-2023
"Hussein, Farrque",Gustavus,Male,–,581.55,2022-2023
"Jensen, Andrew Y",Gustavus,Male,JR,–,2022-2023
"Johnson, Teddy",Gustavus,Male,SR,576.75,2022-2023
"Kawlewski, Ryan",Gustavus,Male,–,655.90,2022-2023
"Krusell, Jacob",Gustavus,Male,SR,480.95,2022-2023
"Lester, Ryan",Gustavus,Male,SO,–,2022-2023
"Malecha, Bryce",Gustavus,Male,JR,492.15,2022-2023
"Metzger, Jacob J",Gustavus,Male,SO,561.50,2022-2023
"Moran, John",Gustavus,Male,FR,401.70,2022-2023
"Nguyen, Marcus V",Gustavus,Male,SO,468.40,2022-2023
"Richardson, Peyton",Gustavus,Male,JR,668.55,2022-2023
"Ricker, Joseph",Gustavus,Male,SO,487.15,2022-2023
"Ripken, Kieran",Gustavus,Male,JR,711.75,2022-2023
"Rossow, Teddy",Gustavus,Male,JR,426.35,2022-2023
"Sarkinen, Will A",Gustavus,Male,FR,518.15,2022-2023
"Schindler, Logan T",Gustavus,Male,JR,501.75,2022-2023
"Schmitz, Callim",Gustavus,Male,FR,419.60,2022-2023
"Small, Erik",Gustavus,Male,SR,674.20,2022-2023
"Strom, Matthew J",Gustavus,Male,JR,731.15,2022-2023
"Teichmiller, Tyler",Gustavus,Male,JR,626.95,2022-2023
"Thornberg, Adam H",Gustavus,Male,JR,653.55,2022-2023
"Vander-Jeugdt, Taylor",Gustavus,Male,SR,638.25,2022-2023
"Zemek, Callen W",Gustavus,Male,SR,716.35,2022-2023
"Arp, Abby",Gustavus,Female,SO,378.00,2022-2023
"Artley, Elisabeth J",Gustavus,Female,SO,466.85,2022-2023
"Artley, Sophia L",Gustavus,Female,SR,461.85,2022-2023
"Bader, Ursula I",Gustavus,Female,SO,482.00,2022-2023
"Bergman, Kira",Gustavus,Female,JR,322.60,2022-2023
"Castillo, Mariel",Gustavus,Female,JR,566.55,2022-2023
"Davenport, Mary",Gustavus,Female,SO,439.75,2022-2023
"Delaney, Isabella J",Gustavus,Female,SO,388.05,2022-2023
"Dickerson, Emmalyn J",Gustavus,Female,JR,–,2022-2023
"Ewer, Hannah G",Gustavus,Female,JR,537.35,2022-2023
"Giedd, Claudia M",Gustavus,Female,SR,–,2022-2023
"Gilles, Alison I",Gustavus,Female,SO,590.95,2022-2023
"Griffith, Jenna",Gustavus,Female,SR,–,2022-2023
"Groth, Mackenzie L",Gustavus,Female,JR,471.95,2022-2023
"Hofstede, Ellen M",Gustavus,Female,SR,695.35,2022-2023
"Isaacson, Marit K",Gustavus,Female,SO,670.40,2022-2023
"Jahnsen, Natalie K",Gustavus,Female,JR,432.90,2022-2023
"Jass, Teegan",Gustavus,Female,JR,551.80,2022-2023
"Johnson, Chelsy M",Gustavus,Female,JR,520.40,2022-2023
"Johnson, Ellie M",Gustavus,Female,FR,450.80,2022-2023
"Jones, Hannah",Gustavus,Female,SR,534.00,2022-2023
"Kaehn, Maren E",Gustavus,Female,SR,442.40,2022-2023
"Koenigs, Jemma M",Gustavus,Female,SO,–,2022-2023
"Lozinski, Libby",Gustavus,Female,FR,462.80,2022-2023
"Mellum, Morgan M",Gustavus,Female,SR,494.05,2022-2023
"Olson, Anna I",Gustavus,Female,FR,405.65,2022-2023
"Pearson, Emily",Gustavus,Female,SR,555.30,2022-2023
"Peterson, Lucy",Gustavus,Female,JR,660.95,2022-2023
"Phillips, Mercedes A",Gustavus,Female,SR,374.55,2022-2023
"Pokrandt, Kayley A",Gustavus,Female,JR,276.95,2022-2023
"Pratt, Kaija",Gustavus,Female,JR,–,2022-2023
"Prowse, Sydney J",Gustavus,Female,SO,509.30,2022-2023
"Rooney, McKenna R",Gustavus,Female,FR,335.85,2022-2023
"Soukup, Leah",Gustavus,Female,JR,513.50,2022-2023
"Sprow, Reese E",Gustavus,Female,SO,491.45,2022-2023
"Stewart, Ameilia R",Gustavus,Female,SR,535.65,2022-2023
"Stokesbary, Madison E",Gustavus,Female,JR,339.55,2022-2023
"Stoudt, Gabriella",Gustavus,Female,FR,–,2022-2023
"Sundby, Lindsay R",Gustavus,Female,FR,605.65,2022-2023
"Syverson, Alaina",Gustavus,Female,SO,–,2022-2023
"Thomas, Kassidy M",Gustavus,Female,FR,416.15,2022-2023
"Thomson, Megan",Gustavus,Female,FR,503.25,2022-2023
"Van Den Heuvel, Bella A",Gustavus,Female,SO,506.90,2022-2023
"Voss, Amelia",Gustavus,Female,JR,460.80,2022-2023
"Wagner, Grace A",Gustavus,Female,FR,483.15,2022-2023
"Whitlock, Macey",Gustavus,Female,SO,554.30,2022-2023
"Witte, Mikayla R",Gustavus,Female,SO,565.10,2022-2023
"Woods, Kira",Gustavus,Female,FR,234.00,2022-2023
"Yartz, Abby",Gustavus,Female,SR,591.00,2022-2023
"Zaske, Mikayla A",Gustavus,Female,SR,504.40,2022-2023
"Ziegler, Madeline G",Gustavus,Female,SO,518.00,2022-2023
"Bossou, Kevin k",Hamline,Male,FR,–,2022-2023
"Hubbard, George D",Hamline,Male,SR,690.60,2022-2023
"Simerson, Jack",Hamline,Male,–,370.70,2022-2023
"Van Sambeek, Anthony T",Hamline,Male,JR,544.05,2022-2023
"Broyles, Courtney",Hamline,Female,SR,–,2022-2023
"Chavarria, Aubrey I",Hamline,Female,SR,358.95,2022-2023
"Cimera, Cailey",Hamline,Female,SR,375.75,2022-2023
"Graham, Ava N",Hamline,Female,SO,507.90,2022-2023
"Liu, Tina",Hamline,Female,SO,464.65,2022-2023
"McCutchen, Sydney R",Hamline,Female,SR,393.40,2022-2023
"Mesita, Julie L",Hamline,Female,SR,249.85,2022-2023
"Needham, Julia L",Hamline,Female,SR,347.30,2022-2023
"Nigro, Bennett J",Hamline,Female,SR,482.05,2022-2023
"Schrader, Morgan C",Hamline,Female,SO,413.50,2022-2023
"Stadheim, Isabella Q",Hamline,Female,FR,346.90,2022-2023
"Wood, Sarah",Hamline,Female,SR,548.60,2022-2023
"Yurttas, Sila",Hamline,Female,SO,514.35,2022-2023
"Aguilar, Adrian",Macalester,Male,SO,442.85,2022-2023
"Batsaikhan, Munkhbat C",Macalester,Male,SO,673.75,2022-2023
"Chen, Alec G",Macalester,Male,FR,491.30,2022-2023
"Desouza-Chen, Kynan",Macalester,Male,FR,461.80,2022-2023
"Despres-Berry, Henry",Macalester,Male,–,212.88,2022-2023
"Fanning, Jay",Macalester,Male,SO,489.25,2022-2023
"Herlihy, Dylan",Macalester,Male,FR,–,2022-2023
"Kisker, Isaac J",Macalester,Male,SO,561.00,2022-2023
"Lewin, Ben w",Macalester,Male,SO,493.95,2022-2023
"McNeff, Ryan D",Macalester,Male,SO,452.75,2022-2023
"Meretta, Casey S",Macalester,Male,FR,518.55,2022-2023
"Nicholson, William",Macalester,Male,JR,415.00,2022-2023
"Palli, Taran",Macalester,Male,FR,572.05,2022-2023
"Pryzby, Brian",Macalester,Male,JR,408.05,2022-2023
"Rose, Jarrett",Macalester,Male,SR,440.90,2022-2023
"Schroeder, Adam D",Macalester,Male,SO,489.90,2022-2023
"St. John, William A",Macalester,Male,FR,577.55,2022-2023
"Villarama, Ramier S",Macalester,Male,SO,425.45,2022-2023
"Batsaikhan, Munkh-Enkh E",Macalester,Female,SO,484.85,2022-2023
"Borg, Caitlin",Macalester,Female,SR,483.40,2022-2023
"Brundieck, Abigail",Macalester,Female,–,350.85,2022-2023
"Capecci, Isabel V",Macalester,Female,JR,407.25,2022-2023
"Carlberg, Jamie",Macalester,Female,–,–,2022-2023
"Chapon, Caroline A",Macalester,Female,SO,583.35,2022-2023
"Cox-Faxon, Izabel",Macalester,Female,SO,455.20,2022-2023
"Farrer, Alyson C",Macalester,Female,FR,436.65,2022-2023
"Frederick, Zoe",Macalester,Female,SR,507.05,2022-2023
"Green, Sonya C",Macalester,Female,SO,452.55,2022-2023
"Henry, Emma L",Macalester,Female,FR,611.80,2022-2023
"Hsieh, Elisa",Macalester,Female,–,–,2022-2023
"Johnson, Olivia L",Macalester,Female,SO,527.55,2022-2023
"Kelbrants, Katie",Macalester,Female,SR,–,2022-2023
"Lanz, Nadia G",Macalester,Female,FR,512.40,2022-2023
"Madigan, Grace F",Macalester,Female,SR,575.15,2022-2023
"Marcotullio, Isabella X",Macalester,Female,FR,407.50,2022-2023
"Merkadeau, Olga",Macalester,Female,SO,587.40,2022-2023
"Nilson, Melina",Macalester,Female,SO,389.10,2022-2023
"Parker, Eleanor E",Macalester,Female,SO,484.95,2022-2023
"Petrin, Eleanor",Macalester,Female,SO,517.75,2022-2023
"Pollock, Natalie E",Macalester,Female,SO,558.95,2022-2023
"Radke, Jocelyn A",Macalester,Female,JR,620.30,2022-2023
"Rakowski, Anna L",Macalester,Female,SO,561.95,2022-2023
"Schmit, Skye E",Macalester,Female,FR,669.40,2022-2023
"Schutz, Lauren-Anne",Macalester,Female,SO,453.05,2022-2023
"Taylor, Karlee",Macalester,Female,SR,–,2022-2023
"Turner, Grace",Macalester,Female,SR,444.70,2022-2023
"Uhlhorn-Thornton, Isabella",Macalester,Female,FR,619.45,2022-2023
"Wray-Raabolle, Verity C",Macalester,Female,SO,622.10,2022-2023
"Yehle, Kate",Macalester,Female,SO,–,2022-2023
"Zurn, Hannah A",Macalester,Female,FR,548.60,2022-2023
"Chandler, Natalie J",Saint Kate's,Female,FR,529.55,2022-2023
"Chikowero, Maka",Saint Kate's,Female,FR,396.40,2022-2023
"Dombroski, Jillian",Saint Kate's,Female,SO,590.35,2022-2023
"Durand, Gillian",Saint Kate's,Female,SR,611.15,2022-2023
"Erikson, Sophia L",Saint Kate's,Female,SR,403.05,2022-2023
"Forsmark, Abby R",Saint Kate's,Female,FR,483.60,2022-2023
"Friedrich, Samantha M",Saint Kate's,Female,JR,602.75,2022-2023
"Grimm, Madeline E",Saint Kate's,Female,FR,497.30,2022-2023
"Harvey, Nicolette K",Saint Kate's,Female,FR,451.35,2022-2023
"Hermansen, Sierra G",Saint Kate's,Female,FR,515.10,2022-2023
"Hochstetler, Ella G",Saint Kate's,Female,FR,630.75,2022-2023
"Hocking, Amelia S",Saint Kate's,Female,SO,491.65,2022-2023
"Kersting, Emily L",Saint Kate's,Female,FR,335.75,2022-2023
"Marthaler, Mackenzie L",Saint Kate's,Female,FR,419.90,2022-2023
"Riley, Kally A",Saint Kate's,Female,FR,378.45,2022-2023
"Svendsen, Emma K",Saint Kate's,Female,SO,671.65,2022-2023
"van Oosterom, Anneke B",Saint Kate's,Female,JR,610.15,2022-2023
"Voelker, Andrea",Saint Kate's,Female,SR,590.40,2022-2023
"Voss, Anne E",Saint Kate's,Female,SR,679.90,2022-2023
"Weil, Olivia F",Saint Kate's,Female,FR,601.35,2022-2023
"Wentzel, Jordyn",Saint Kate's,Female,–,767.35,2022-2023
"Anderson, Samuel J",SJU/CSB,Male,JR,385.40,2022-2023
"Belov, Timothy M",SJU/CSB,Male,SR,519.90,2022-2023
"Brinkman, Beau J",SJU/CSB,Male,SR,556.00,2022-2023
"East, Andrew J",SJU/CSB,Male,SO,530.95,2022-2023
"Edwards, Samuel L",SJU/CSB,Male,FR,493.05,2022-2023
"Escutia-Cardenas, Jorge L",SJU/CSB,Male,FR,438.45,2022-2023
"Fisher, Sean C",SJU/CSB,Male,SR,–,2022-2023
"Fuller, Joseph C",SJU/CSB,Male,FR,399.90,2022-2023
"Grabinski, Elijah E",SJU/CSB,Male,SO,–,2022-2023
"Grabinski, Jack",SJU/CSB,Male,SR,–,2022-2023
"Granger, Anthony",SJU/CSB,Male,FR,338.40,2022-2023
"Heer, Alex G",SJU/CSB,Male,JR,527.70,2022-2023
"Hubbard, George D",SJU/CSB,Male,SR,466.91,2022-2023
"Huber, Ethan",SJU/CSB,Male,SR,597.25,2022-2023
"Kern, Colby N",SJU/CSB,Male,SO,620.10,2022-2023
"Kitko, Ren J",SJU/CSB,Male,FR,527.90,2022-2023
"Koller, Joe",SJU/CSB,Male,SR,592.05,2022-2023
"Larson, Carter S",SJU/CSB,Male,SO,680.40,2022-2023
"Megaw, Clay W",SJU/CSB,Male,FR,636.30,2022-2023
"Noble, Liam T",SJU/CSB,Male,SO,639.20,2022-2023
"O'Donnel, Brogan P",SJU/CSB,Male,JR,525.35,2022-2023
"Pfau, Christian",SJU/CSB,Male,SR,–,2022-2023
"Philion, Langston R",SJU/CSB,Male,SO,521.25,2022-2023
"Reed, Connor",SJU/CSB,Male,SR,–,2022-2023
"Reuter, Carsten D",SJU/CSB,Male,FR,637.90,2022-2023
"Rios, Rafael",SJU/CSB,Male,JR,544.40,2022-2023
"Roggeman, Andrew M",SJU/CSB,Male,FR,446.80,2022-2023
"Rotter, Timothy A",SJU/CSB,Male,FR,560.98,2022-2023
"Ruoff, Zac J",SJU/CSB,Male,SO,544.55,2022-2023
"Scanlon, Parker O",SJU/CSB,Male,JR,496.15,2022-2023
"Schreifels, Cameron J",SJU/CSB,Male,FR,482.45,2022-2023
"Siyad, Sakariye A",SJU/CSB,Male,JR,398.55,2022-2023
"Slavik, Brayden J",SJU/CSB,Male,FR,659.35,2022-2023
"Spangler, Scott C",SJU/CSB,Male,JR,386.65,2022-2023
"Teeter, Travis L",SJU/CSB,Male,JR,511.15,2022-2023
"Thayer, Connor M",SJU/CSB,Male,SO,598.85,2022-2023
"Tschida, Jake E",SJU/CSB,Male,SO,492.75,2022-2023
"West, Jack P",SJU/CSB,Male,SO,456.05,2022-2023
"Ahlquist, Maddy L",SJU/CSB,Female,FR,438.40,2022-2023
"Bartels, Megan J",SJU/CSB,Female,FR,503.60,2022-2023
"Beck, Maria",SJU/CSB,Female,JR,451.30,2022-2023
"Blattner, Ellie",SJU/CSB,Female,FR,471.45,2022-2023
"Brewer, Katie",SJU/CSB,Female,SR,432.55,2022-2023
"Buffetta, Sabrina",SJU/CSB,Female,SO,–,2022-2023
"DiCesare, Caroline",SJU/CSB,Female,JR,403.85,2022-2023
"Engle, Riley",SJU/CSB,Female,SO,504.80,2022-2023
"Hansen, Elizabeth G",SJU/CSB,Female,FR,491.05,2022-2023
"Haskamp, Mikayla L",SJU/CSB,Female,FR,531.25,2022-2023
"Hippen, Claire",SJU/CSB,Female,JR,–,2022-2023
"Jennings, Laura",SJU/CSB,Female,JR,526.00,2022-2023
"Johanson, Molly K",SJU/CSB,Female,SR,573.30,2022-2023
"Larson, Jocie",SJU/CSB,Female,JR,532.75,2022-2023
"Pattee, Megan",SJU/CSB,Female,SR,491.15,2022-2023
"Quill, Emi",SJU/CSB,Female,SR,–,2022-2023
"Ridgeway, Mary",SJU/CSB,Female,SR,472.80,2022-2023
"Rosko, Fiona",SJU/CSB,Female,SR,577.25,2022-2023
"Schlueter, Rachel V",SJU/CSB,Female,FR,588.80,2022-2023
"Sitzman, Lauren M",SJU/CSB,Female,FR,547.45,2022-2023
"Slavik, Madison R",SJU/CSB,Female,SR,565.40,2022-2023
"Smutka, Lindsay M",SJU/CSB,Female,JR,601.35,2022-2023
"Stout, Morgan M",SJU/CSB,Female,FR,434.55,2022-2023
"Tatge, Hannah",SJU/CSB,Female,JR,527.60,2022-2023
"Vicker, Emma",SJU/CSB,Female,JR,401.50,2022-2023
"Wagner, Emi",SJU/CSB,Female,JR,599.75,2022-2023
"Weberg, Grace A",SJU/CSB,Female,FR,483.45,2022-2023
"Bloedow, Daniel R",Saint Olaf,Male,JR,584.80,2022-2023
"Chant, Jaden",Saint Olaf,Male,JR,603.70,2022-2023
"Christianson, Lars",Saint Olaf,Male,SR,389.60,2022-2023
"Colby, Kyle A",Saint Olaf,Male,SR,–,2022-2023
"Conway, Brendan",Saint Olaf,Male,SR,353.50,2022-2023
"Giddings, Beau D",Saint Olaf,Male,FR,520.85,2022-2023
"Gusdal, Benjamin H",Saint Olaf,Male,SO,514.50,2022-2023
"Hauck, Marcus",Saint Olaf,Male,JR,562.75,2022-2023
"Hennings, Cy",Saint Olaf,Male,FR,447.55,2022-2023
"Martin, Caleb",Saint Olaf,Male,SO,–,2022-2023
"McCarthy, Thomas S",Saint Olaf,Male,SO,444.75,2022-2023
"McLaughlin, Philip A",Saint Olaf,Male,FR,556.80,2022-2023
"Miller, Travis",Saint Olaf,Male,JR,405.80,2022-2023
"Nevins, Avery H",Saint Olaf,Male,SO,506.90,2022-2023
"Noecker, Andrew L",Saint Olaf,Male,SR,534.65,2022-2023
"Rizzo, Timothy R",Saint Olaf,Male,SR,704.90,2022-2023
"Soforenko, Lars A",Saint Olaf,Male,FR,328.50,2022-2023
"Starcevich, Nick R",Saint Olaf,Male,FR,618.25,2022-2023
"Turner, Michael R",Saint Olaf,Male,JR,421.00,2022-2023
"Yung, Aiden G",Saint Olaf,Male,FR,550.55,2022-2023
"Bakken, Maren E",Saint Olaf,Female,SO,405.50,2022-2023
"Cleven, Annika R",Saint Olaf,Female,SR,626.70,2022-2023
"Cordes, Julia M",Saint Olaf,Female,SR,–,2022-2023
"CUCCHIARO, ALEXANDRA M",Saint Olaf,Female,SO,618.00,2022-2023
"Egesdal, Claire",Saint Olaf,Female,JR,424.60,2022-2023
"Fairbanks, Karoline A",Saint Olaf,Female,SO,352.20,2022-2023
"Giovannozzi, Sarah E",Saint Olaf,Female,SR,211.05,2022-2023
"Hauck, Signe",Saint Olaf,Female,JR,526.75,2022-2023
"Hauck, Tatum",Saint Olaf,Female,JR,590.70,2022-2023
"Hemphill, Brynn",Saint Olaf,Female,SR,–,2022-2023
"Huber, Kayli",Saint Olaf,Female,JR,375.65,2022-2023
"Johnson, Mara R",Saint Olaf,Female,JR,439.95,2022-2023
"Kallop, Ava P",Saint Olaf,Female,FR,459.95,2022-2023
"Krueger-Barth, Rowan",Saint Olaf,Female,FR,528.70,2022-2023
"Luzardo, Payton",Saint Olaf,Female,FR,494.10,2022-2023
"Narveson, Christina",Saint Olaf,Female,JR,445.30,2022-2023
"Newton, Maria L",Saint Olaf,Female,SR,427.70,2022-2023
"Olson, Rachael",Saint Olaf,Female,FR,422.85,2022-2023
"Pelszynski, Emily M",Saint Olaf,Female,SR,472.40,2022-2023
"Porrata, Elena L",Saint Olaf,Female,FR,515.95,2022-2023
"Purdum, Allison J",Saint Olaf,Female,SR,538.90,2022-2023
"Richey, Hannah",Saint Olaf,Female,JR,–,2022-2023
"Roth, Evengia",Saint Olaf,Female,FR,–,2022-2023
"Sieben, Kylie E",Saint Olaf,Female,SR,–,2022-2023
"Steenblock, Paige G",Saint Olaf,Female,FR,634.15,2022-2023
"Stewart, Brydie",Saint Olaf,Female,SR,515.05,2022-2023
"Stumpf, Rachel G",Saint Olaf,Female,JR,530.65,2022-2023
"Thomson, Charlotte M",Saint Olaf,Female,JR,549.15,2022-2023
"Treanor, Izzy",Saint Olaf,Female,JR,–,2022-2023
"Varley, Ellen",Saint Olaf,Female,SO,629.25,2022-2023
"Viren, Elsa",Saint Olaf,Female,SO,437.94,2022-2023
"Wainwright, Maureen A",Saint Olaf,Female,SR,414.70,2022-2023
"Wilcox, Alison R",Saint Olaf,Female,JR,420.20,2022-2023
